s,D0_U5.87_F_2mA,D0_U9.A8_F_2mA,D0_U1.AA17_F_2mA,D0_U8.G3_F_2mA
4.59E-08,2.632567644,2.630540371,2.631513834,2.631337166
4.59E-08,2.632497549,2.630618811,2.63150692,2.631332636
4.60E-08,2.631028414,2.631757498,2.631370306,2.631304741
4.60E-08,2.630876541,2.631858826,2.631356239,2.63130188
4.61E-08,2.629701138,2.632804155,2.631254196,2.631322145
4.61E-08,2.629533291,2.632856846,2.631239653,2.631325006
4.62E-08,2.629168749,2.633213282,2.631216526,2.63138032
4.62E-08,2.629101276,2.633148193,2.631212234,2.631390572
4.63E-08,2.629647017,2.632809162,2.631272554,2.63145256
4.63E-08,2.629772902,2.632610798,2.631286621,2.631466866
4.64E-08,2.630897284,2.631784439,2.631393671,2.631506443
4.64E-08,2.631211996,2.631518364,2.631423712,2.63151741
4.65E-08,2.632345915,2.630606174,2.631524086,2.631518364
4.65E-08,2.632723808,2.630399227,2.631557465,2.631518602
4.66E-08,2.633345127,2.629804373,2.631604671,2.63148427
4.66E-08,2.633588314,2.629783869,2.63162303,2.63147068
4.67E-08,2.633461714,2.629733801,2.631599665,2.631419897
4.67E-08,2.633404255,2.629953384,2.631589174,2.63139677
4.68E-08,2.632663488,2.630414248,2.631512403,2.63135457
4.69E-08,2.632275581,2.630811214,2.631472111,2.631332636
4.69E-08,2.631324053,2.631532907,2.63138175,2.631317616
4.70E-08,2.63075304,2.631939411,2.631327391,2.631308556
4.70E-08,2.63004899,2.632582903,2.631265879,2.63132453
4.71E-08,2.629567385,2.632797956,2.631223917,2.631335258
4.71E-08,2.629405022,2.633095741,2.631215811,2.63137126
4.72E-08,2.62927866,2.632984877,2.631209373,2.631399393
4.72E-08,2.629668236,2.63285017,2.631251812,2.631436586
4.73E-08,2.630012035,2.632422686,2.631289482,2.631469488
4.73E-08,2.630708218,2.631966591,2.631356955,2.631490946
4.74E-08,2.6314044,2.631390095,2.631424665,2.631512403
4.74E-08,2.632050991,2.630849838,2.631483793,2.631510496
4.75E-08,2.63278389,2.630385399,2.631550789,2.631508112
4.75E-08,2.633095026,2.630002975,2.631575823,2.631486654
4.76E-08,2.633494854,2.629885912,2.631608248,2.631459236
4.76E-08,2.633378267,2.629801273,2.631593227,2.631430864
4.77E-08,2.633208036,2.630122423,2.631571531,2.63138938
4.77E-08,2.632782698,2.630325079,2.631529808,2.63136816
4.78E-08,2.632073879,2.630973816,2.631460428,2.631332636
4.78E-08,2.631582022,2.63133049,2.631415606,2.631326675
4.79E-08,2.630643129,2.632028341,2.631329775,2.63131547
4.79E-08,2.630317211,2.632360697,2.631302595,2.631325006
4.80E-08,2.62959981,2.632781267,2.631242514,2.631345749
4.80E-08,2.629553318,2.632953167,2.631241798,2.631363392
4.81E-08,2.629434109,2.632874727,2.631240129,2.631408215
4.81E-08,2.62962842,2.632847548,2.631260872,2.631424427
4.82E-08,2.630211592,2.632270098,2.631322861,2.631472826
4.82E-08,2.630504131,2.632101774,2.631350756,2.631480694
4.83E-08,2.631548405,2.63125968,2.631450176,2.631509066
4.83E-08,2.631783247,2.631057501,2.631470919,2.631507397
4.84E-08,2.632800579,2.630326986,2.631560802,2.631499767
4.84E-08,2.632890224,2.630186558,2.63156724,2.631492138
4.85E-08,2.633373737,2.629917622,2.631602049,2.631450415
4.85E-08,2.633327723,2.629877806,2.631596088,2.63144207
4.86E-08,2.633005142,2.63022089,2.631554842,2.631384611
4.87E-08,2.6329,2.630257607,2.631544352,2.631379843
4.87E-08,2.631883621,2.631092548,2.63144207,2.631334305
4.88E-08,2.631800413,2.631150246,2.631434202,2.63133359
4.89E-08,2.630553961,2.632115841,2.631317854,2.631322861
4.89E-08,2.630525827,2.632148027,2.63131547,2.631323814
4.90E-08,2.629652023,2.632803202,2.631241083,2.631355286
4.91E-08,2.629602909,2.63282752,2.631246567,2.63141346
4.91E-08,2.62960124,2.63280797,2.631246805,2.631415367
4.92E-08,2.630363464,2.632219553,2.631325483,2.63147068
4.92E-08,2.630414248,2.632157564,2.631330729,2.631474257
4.93E-08,2.631572485,2.631259918,2.631440639,2.631500959
4.93E-08,2.631692171,2.631175041,2.631452084,2.63150382
4.94E-08,2.632679939,2.630383253,2.631539583,2.631492138
4.94E-08,2.632821083,2.630331278,2.631551981,2.631490469
4.95E-08,2.633196592,2.629981041,2.631578684,2.631448746
4.95E-08,2.633266211,2.630020857,2.631583691,2.631441116
4.96E-08,2.632908344,2.630227327,2.631542921,2.631391048
4.96E-08,2.632825851,2.630377293,2.631533384,2.631379604
4.97E-08,2.631963491,2.631002426,2.631449699,2.631345272
4.97E-08,2.631721973,2.631217003,2.631426334,2.631335735
4.98E-08,2.630797148,2.631952286,2.631342888,2.631331205
4.98E-08,2.630488873,2.632132053,2.631314993,2.631329775
4.99E-08,2.629932404,2.632649183,2.63127017,2.631354332
4.99E-08,2.629714489,2.632688046,2.631252527,2.631364107
5.00E-08,2.62974596,2.632783413,2.631263494,2.631403923
5.00E-08,2.629760265,2.632628679,2.631268501,2.631422043
5.01E-08,2.630306244,2.632303715,2.631325006,2.631457329
5.01E-08,2.630592108,2.631994724,2.63135457,2.631475687
5.02E-08,2.631348848,2.631432772,2.631426096,2.631490469
5.02E-08,2.631803036,2.631097078,2.631469011,2.63149929
5.03E-08,2.632401466,2.630565643,2.631521225,2.631489277
5.03E-08,2.632811069,2.630366087,2.631556988,2.631482363
5.04E-08,2.632996082,2.630089998,2.631568432,2.631454945
5.04E-08,2.633139849,2.63014555,2.631577253,2.631433487
5.05E-08,2.632875204,2.630212784,2.631547213,2.631403208
5.05E-08,2.632641792,2.630531549,2.63152051,2.631376505
5.06E-08,2.632104158,2.630871534,2.631468058,2.631357431
5.06E-08,2.631566286,2.631331682,2.631415367,2.631338358
5.07E-08,2.631034851,2.631762981,2.63136673,2.631337881
5.07E-08,2.630432844,2.632159233,2.631311655,2.631337166
5.08E-08,2.630147934,2.632485628,2.63128829,2.631352663
5.09E-08,2.629781723,2.632620811,2.631258488,2.63137269
5.09E-08,2.629836082,2.632718563,2.631267309,2.631395102
5.10E-08,2.629915714,2.632501364,2.631280184,2.631427765
5.10E-08,2.630232573,2.632364035,2.631312132,2.631445885
5.11E-08,2.630760431,2.631864071,2.631365299,2.631475925
5.11E-08,2.631153584,2.631588936,2.631401777,2.631482124
5.12E-08,2.631904125,2.631018162,2.631471634,2.631494045
5.12E-08,2.63218379,2.630746365,2.631495714,2.631487846
5.13E-08,2.63279891,2.630368948,2.631548882,2.631474018
5.13E-08,2.632861853,2.630214453,2.631551981,2.631460428
5.14E-08,2.633022785,2.630224466,2.631560087,2.631426096
5.14E-08,2.632886887,2.630227804,2.631545305,2.631412745
5.15E-08,2.632479429,2.630649567,2.631501198,2.631373167
5.15E-08,2.632251501,2.630772591,2.631479263,2.631366014
5.16E-08,2.631437778,2.631438017,2.6314013,2.631340742
5.16E-08,2.631243467,2.631597757,2.631383896,2.631341219
5.17E-08,2.630400896,2.632211924,2.631308556,2.631343842
5.17E-08,2.630316734,2.632329941,2.631302118,2.631349564
5.18E-08,2.629861832,2.632602215,2.631267071,2.63138032
5.18E-08,2.629887819,2.632642508,2.631270647,2.631386757
5.19E-08,2.630069494,2.632426262,2.631296396,2.631432533
5.19E-08,2.630148649,2.632403135,2.631304264,2.631436586
5.20E-08,2.630915165,2.631767511,2.631381512,2.631475449
5.20E-08,2.630982161,2.631723642,2.631387711,2.631476402
5.21E-08,2.631986618,2.630941868,2.631481409,2.631489038
5.21E-08,2.632011175,2.63091588,2.631483555,2.631488323
5.22E-08,2.632771254,2.630343437,2.631548882,2.631466866
5.23E-08,2.63289547,2.630257845,2.631551981,2.631421566
5.23E-08,2.632899523,2.630271912,2.631551981,2.631420135
5.24E-08,2.632355928,2.630691051,2.631494045,2.631374598
5.24E-08,2.632319689,2.63073945,2.631490231,2.631371498
5.25E-08,2.631410837,2.63144207,2.631403208,2.631346941
5.25E-08,2.6313169,2.631512642,2.631394148,2.631344318
5.26E-08,2.630492449,2.632170677,2.631320477,2.63135004
5.26E-08,2.63037467,2.632219553,2.631309986,2.631350994
5.27E-08,2.630007505,2.632550001,2.63128233,2.631382227
5.27E-08,2.629939556,2.632528305,2.631277084,2.631387949
5.28E-08,2.630160809,2.632415295,2.631304264,2.631427765
5.29E-08,2.63021183,2.632302761,2.631310463,2.631437063
5.29E-08,2.63086772,2.631833792,2.631374836,2.631466627
5.30E-08,2.631051302,2.631661892,2.631392956,2.631474972
5.30E-08,2.631801128,2.631072283,2.631461859,2.631481409
5.31E-08,2.632050991,2.630917788,2.631484747,2.631483555
5.31E-08,2.63254118,2.630474091,2.631525517,2.63146615
5.32E-08,2.632733107,2.6304245,2.631541491,2.631459475
5.32E-08,2.632764101,2.630302906,2.631538153,2.631428242
5.33E-08,2.632778168,2.630409479,2.631536722,2.631414175
5.33E-08,2.632381201,2.630633354,2.631494999,2.631385088
5.34E-08,2.6321733,2.630872726,2.631473303,2.631369829
5.34E-08,2.631574869,2.631308079,2.631416559,2.631355762
5.35E-08,2.631215811,2.631583929,2.631382465,2.631347179
5.35E-08,2.630711317,2.632020712,2.631337881,2.631352425
5.36E-08,2.630366325,2.632201433,2.631307364,2.631356001
5.36E-08,2.630175829,2.632451773,2.631294012,2.63137722
5.37E-08,2.630027533,2.632434845,2.63128376,2.631393671
5.38E-08,2.630200624,2.632414341,2.631304264,2.631418467
5.38E-08,2.630353451,2.63217926,2.631322145,2.631440163
5.39E-08,2.630766869,2.631928682,2.631362915,2.631456852
5.39E-08,2.631180048,2.631563187,2.631403446,2.631473303
5.40E-08,2.631614447,2.631220579,2.631443262,2.631475449
5.40E-08,2.632106781,2.630885363,2.631488562,2.631478071
5.41E-08,2.632362843,2.630609274,2.631509781,2.631466866
5.41E-08,2.63269186,2.630469799,2.631537199,2.63145256
5.42E-08,2.632679462,2.630369186,2.631532907,2.631434917
5.42E-08,2.632661343,2.630508423,2.631526709,2.631409168
5.43E-08,2.632427931,2.630596399,2.631502867,2.631394148
5.43E-08,2.63203907,2.630979538,2.631463051,2.631368876
5.44E-08,2.631725788,2.6311903,2.631433725,2.631362677
5.44E-08,2.631127834,2.631654978,2.631377697,2.631350994
5.45E-08,2.630889893,2.63187623,2.631356955,2.631354809
5.45E-08,2.630366564,2.632209778,2.631311178,2.631363392
5.46E-08,2.630295515,2.632346392,2.631306648,2.631373644
5.46E-08,2.630114079,2.632380247,2.631295204,2.631400108
5.47E-08,2.630206585,2.63239193,2.631305695,2.631410837
5.47E-08,2.630483627,2.632088184,2.631337643,2.631443024
5.48E-08,2.630660057,2.631999731,2.631354809,2.631449223
5.49E-08,2.631289959,2.631476641,2.631415606,2.631471872
5.49E-08,2.631450176,2.631351233,2.631430149,2.631472111
5.50E-08,2.632144213,2.630837917,2.631492615,2.631473064
5.50E-08,2.63222146,2.630739212,2.631498814,2.631468773
5.51E-08,2.632638693,2.630476952,2.631531954,2.631446362
5.51E-08,2.632626772,2.630438089,2.631529808,2.631441116
5.52E-08,2.632543802,2.63056469,2.631515026,2.631405115
5.52E-08,2.632484674,2.630578279,2.631509066,2.631401777
5.53E-08,2.631912947,2.631057739,2.631450653,2.631368876
5.53E-08,2.631859303,2.631090879,2.631445646,2.631367922
5.54E-08,2.631054401,2.631719828,2.631369829,2.631354809
5.54E-08,2.631033182,2.631740808,2.631367922,2.631355286
5.55E-08,2.630379677,2.632235765,2.631311178,2.631369591
5.56E-08,2.630212307,2.632357836,2.631302357,2.631404161
5.56E-08,2.630206823,2.632348061,2.631302118,2.631405354
5.57E-08,2.630586386,2.632055283,2.631343365,2.631442785
5.57E-08,2.630611658,2.632017612,2.631346226,2.631445169
5.58E-08,2.63132,2.631470442,2.631414652,2.631467581
5.58E-08,2.631393194,2.631412268,2.631421804,2.631469965
5.59E-08,2.63207674,2.63086915,2.631483555,2.631468058
5.59E-08,2.632174253,2.630824089,2.631492376,2.631467819
5.60E-08,2.632519484,2.630520582,2.631519794,2.631444931
5.60E-08,2.63258338,2.630529642,2.631524801,2.631440639
5.61E-08,2.632459641,2.630577326,2.631507874,2.631408691
5.61E-08,2.63243103,2.630660772,2.631504059,2.6314013
5.62E-08,2.631936073,2.631008148,2.631454706,2.631376028
5.62E-08,2.631797552,2.631145239,2.631440878,2.631368876
5.63E-08,2.631192923,2.631615162,2.63138485,2.631361485
5.63E-08,2.63099122,2.631746531,2.631366253,2.631358862
5.64E-08,2.630564451,2.632124186,2.631330013,2.631370783
5.64E-08,2.63039732,2.632177114,2.631315947,2.631375313
5.65E-08,2.630327463,2.632306099,2.631314278,2.631399393
5.65E-08,2.630295753,2.632235765,2.631313562,2.63141036
5.66E-08,2.630578756,2.632088423,2.631343603,2.631434202
5.66E-08,2.630726814,2.631904602,2.631359339,2.631446838
5.67E-08,2.631196499,2.631570578,2.6314044,2.631459713
5.67E-08,2.63147831,2.631345749,2.631431341,2.631467581
5.68E-08,2.631899595,2.630990028,2.631468773,2.631464005
5.69E-08,2.632187843,2.630829334,2.631494284,2.63146162
5.69E-08,2.632374048,2.630606651,2.631508112,2.6314466
5.70E-08,2.632519007,2.630598545,2.631518841,2.631434917
5.70E-08,2.63241291,2.63058877,2.631505251,2.631415367
5.71E-08,2.632319212,2.630759239,2.63149333,2.631398201
5.71E-08,2.632005215,2.630941153,2.631462097,2.631383657
5.72E-08,2.631691217,2.631229639,2.631430864,2.631369352
5.72E-08,2.631339073,2.631500006,2.631398201,2.631366014
5.73E-08,2.630940199,2.631781101,2.631361246,2.631362438
5.73E-08,2.630714893,2.632012367,2.631342173,2.631370306
5.74E-08,2.630424976,2.632150173,2.631317616,2.631380558
5.74E-08,2.630409956,2.632249832,2.631318808,2.631394386
5.75E-08,2.630387783,2.632164955,2.631320477,2.631414413
5.75E-08,2.630557299,2.632111311,2.63133812,2.63142705
5.76E-08,2.630839825,2.631821394,2.631367445,2.631447792
5.76E-08,2.631087065,2.631661892,2.631391048,2.631453514
5.77E-08,2.631559372,2.631286621,2.631435871,2.63146472
5.77E-08,2.631759644,2.631108046,2.631453753,2.631462812
5.78E-08,2.63220048,2.630818129,2.631492853,2.631458282
5.78E-08,2.632273197,2.630699635,2.631498098,2.631450415
5.79E-08,2.632459402,2.630637884,2.63151145,2.631430149
5.79E-08,2.632399321,2.630616426,2.631504536,2.631421566
5.80E-08,2.632218599,2.630831003,2.631483555,2.63139534
5.80E-08,2.632083178,2.630893469,2.631470442,2.631389856
5.81E-08,2.631599188,2.631301641,2.631423235,2.631370306
5.81E-08,2.631468296,2.631399632,2.631411314,2.631369591
5.82E-08,2.630901575,2.631824493,2.631359577,2.631366491
5.82E-08,2.630832195,2.631906271,2.631353855,2.631369591
5.83E-08,2.630458117,2.632149458,2.631323338,2.631385803
5.83E-08,2.630460262,2.632185459,2.631324291,2.631389856
5.84E-08,2.630476236,2.632122517,2.631331444,2.631418228
5.84E-08,2.630519629,2.632115841,2.631335974,2.631421089
5.85E-08,2.63093996,2.631758451,2.631379128,2.631448746
5.85E-08,2.630982637,2.631733894,2.631383181,2.631449699
5.86E-08,2.63162303,2.631231308,2.631443739,2.631462336
5.86E-08,2.631640911,2.631214619,2.631445408,2.631462097
5.87E-08,2.632196426,2.630791187,2.631493568,2.631453276
5.89E-08,2.632383823,2.630654097,2.631505251,2.631426811
5.89E-08,2.632389784,2.630660772,2.631505728,2.631425858
5.90E-08,2.632133007,2.630857706,2.631475687,2.631395578
5.90E-08,2.632115841,2.630886793,2.63147378,2.631393433
5.91E-08,2.631569147,2.631308317,2.631420374,2.631373882
5.91E-08,2.631512642,2.631355762,2.63141489,2.631371737
5.92E-08,2.630950928,2.631799698,2.631363869,2.631370783
5.92E-08,2.630870581,2.631839991,2.631356716,2.631370544
5.93E-08,2.630555153,2.632112026,2.631331205,2.631387472
5.93E-08,2.63049674,2.632111073,2.631326437,2.631390572
5.94E-08,2.630551815,2.632106066,2.631335258,2.631415844
5.94E-08,2.630564451,2.632045269,2.631337166,2.631421566
5.95E-08,2.630931854,2.631792307,2.631374836,2.631442785
5.95E-08,2.631034851,2.631684065,2.631385326,2.631448746
5.96E-08,2.631517887,2.631312847,2.631430626,2.631456614
5.96E-08,2.63167882,2.631202459,2.631445885,2.631459236
5.97E-08,2.632044554,2.630885363,2.631477594,2.631451368
5.97E-08,2.632187605,2.63083148,2.631489992,2.631448269
5.98E-08,2.632279396,2.630699873,2.631494999,2.631429672
5.98E-08,2.632321119,2.630744696,2.631497383,2.631421328
5.99E-08,2.632124424,2.630839109,2.631476164,2.631401777
5.99E-08,2.632021427,2.630978584,2.631464958,2.631391525
6.00E-08,2.631656885,2.631232262,2.630989552,2.631380081
6.00E-08,2.631438255,2.631413698,2.630704165,2.631373167
6.01E-08,2.631090164,2.631701231,2.621686935,2.631374121
6.01E-08,2.630851984,2.63184166,2.615517855,2.631374598
6.02E-08,2.630677938,2.632035971,2.589685678,2.631333828
6.02E-08,2.630542517,2.632048368,2.56959343,2.631302118
6.03E-08,2.630600452,2.632063389,2.528657675,2.630829334
6.03E-08,2.630651712,2.631433249,2.492537498,2.63041234
6.04E-08,2.630846739,2.630761147,2.444490433,2.628968716
6.04E-08,2.631041527,2.6273458,2.396449804,2.62752533
6.05E-08,2.630813837,2.6241436,2.348060608,2.624841452
6.05E-08,2.63055563,2.615657091,2.293220282,2.621799946
6.06E-08,2.628611326,2.608668089,2.249871492,2.617999077
6.06E-08,2.626111507,2.594700098,2.194139004,2.61311245
6.07E-08,2.620848894,2.584613323,2.161622524,2.608521938
6.07E-08,2.613156319,2.566165209,2.114093065,2.601812124
6.08E-08,2.603500366,2.554512978,2.099894524,2.593087673
6.09E-08,2.587408066,2.532373905,2.076231956,2.578547955
6.09E-08,2.573408365,2.520196438,2.078682423,2.561892748
6.10E-08,2.546684504,2.494395971,2.083360434,2.53009963
6.10E-08,2.529518127,2.482111216,2.09823823,2.508194208
6.11E-08,2.491748571,2.4529109,2.130972862,2.459997892
6.11E-08,2.473339796,2.440963507,2.152888775,2.435973167
6.12E-08,2.426302195,2.407935381,2.208888292,2.37458539
6.12E-08,2.408742428,2.396448374,2.232449532,2.351901293
6.13E-08,2.356053829,2.356433868,2.303145647,2.283836603
6.13E-08,2.340778112,2.344765186,2.323713779,2.265135527
6.14E-08,2.286217451,2.295880795,2.397177219,2.198340654
6.14E-08,2.273669004,2.284149647,2.41171813,2.185139656
6.15E-08,2.219283581,2.227961063,2.474739552,2.127926111
6.15E-08,2.209215164,2.217157364,2.482232809,2.120476007
6.16E-08,2.154841423,2.158420563,2.522699594,2.080242157
6.16E-08,2.14691186,2.149714708,2.523792744,2.077511549
6.17E-08,2.091431141,2.09459877,2.531441689,2.058406115
6.17E-08,2.085576296,2.088693857,2.528181076,2.058624983
6.18E-08,2.028970003,2.041733503,2.496658087,2.060740471
6.18E-08,2.025295734,2.038495302,2.491883278,2.062064171
6.19E-08,1.970178604,2.00323534,2.420254946,2.081922293
6.19E-08,1.968631864,2.002060175,2.416810036,2.082931519
6.20E-08,1.9206779,1.981126308,2.310003757,2.114218235
6.21E-08,1.889050961,1.974020123,2.182420015,2.147248268
6.21E-08,1.888030887,1.974090576,2.178304911,2.148313522
6.22E-08,1.879630327,1.976204753,2.04816556,2.172295332
6.22E-08,1.879070282,1.976625562,2.039490223,2.173893929
6.23E-08,1.895158768,1.982727528,1.92045784,2.180851221
6.23E-08,1.89682281,1.983509064,1.908146024,2.181570768
6.24E-08,1.933013558,1.990803838,1.811223149,2.166995287
6.24E-08,1.938186049,1.992019534,1.797370672,2.164911985
6.25E-08,1.985413551,2.000221729,1.729364872,2.128030062
6.25E-08,1.994158745,2.001850843,1.716772199,2.121200562
6.26E-08,2.041260958,2.010323048,1.679634929,2.064672709
6.26E-08,2.05212903,2.011958361,1.671066165,2.05163002
6.27E-08,2.088796377,2.018773079,1.662233591,1.981173158
6.28E-08,2.099065542,2.019574881,1.659759879,1.961440921
6.28E-08,2.117980719,2.02232337,1.673446417,1.885292888
6.29E-08,2.124285221,2.020950794,1.678008199,1.859912515
6.29E-08,2.122202158,2.017004728,1.706611991,1.787487388
6.30E-08,2.121386766,2.01150012,1.717806339,1.759142995
6.30E-08,2.098912001,1.998046041,1.752840519,1.69882369
6.31E-08,2.088695049,1.985944629,1.768766999,1.671402574
6.31E-08,2.049034834,1.960534692,1.802135229,1.628976464
6.32E-08,2.028262615,1.939738512,1.819612026,1.606755495
6.32E-08,1.975582957,1.901923299,1.84487319,1.584779739
6.33E-08,1.943972945,1.872055769,1.860031009,1.571593404
6.33E-08,1.882409215,1.824768543,1.873167038,1.569282651
6.34E-08,1.840284467,1.787598014,1.882155418,1.567701459
6.34E-08,1.773933887,1.736139655,1.881724238,1.581187367
6.35E-08,1.722319961,1.694984555,1.881388783,1.591678023
6.35E-08,1.655670643,1.645011783,1.868174195,1.614800692
6.36E-08,1.596861362,1.603913546,1.856513977,1.635203481
6.36E-08,1.535007477,1.56007576,1.833160162,1.660994649
6.37E-08,1.473162055,1.523190379,1.809809566,1.686782241
6.37E-08,1.421410322,1.488605261,1.78024745,1.708974004
6.38E-08,1.362759233,1.459551454,1.746744394,1.734124184
6.38E-08,1.325710654,1.435624242,1.715231061,1.748053432
6.39E-08,1.278078437,1.416507006,1.674715281,1.765961766
6.40E-08,1.258878469,1.402701735,1.644942641,1.768944383
6.40E-08,1.230813861,1.393580198,1.601423979,1.773304105
6.41E-08,1.229678392,1.387818813,1.575961471,1.764786959
6.41E-08,1.227786064,1.387651324,1.533526897,1.750592828
6.42E-08,1.241678476,1.387559175,1.513664842,1.732074976
6.42E-08,1.268198013,1.395356417,1.475750089,1.696725845
6.43E-08,1.291630983,1.399069071,1.461566687,1.671276212
6.43E-08,1.343188643,1.414134026,1.430360198,1.615281463
6.44E-08,1.369799495,1.420297861,1.420922518,1.586723924
6.44E-08,1.437795281,1.441344619,1.396807671,1.51375401
6.45E-08,1.461697578,1.448664546,1.390665531,1.485940814
6.45E-08,1.533417344,1.473038316,1.372235656,1.402486086
6.46E-08,1.550714612,1.48014605,1.367924333,1.378665686
6.46E-08,1.612495899,1.503611803,1.352525592,1.293585539
6.47E-08,1.621747255,1.509245157,1.348955989,1.275928497
6.48E-08,1.66182518,1.526239514,1.333492279,1.199435592
6.48E-08,1.663745761,1.529507399,1.330100656,1.188683152
6.49E-08,1.6741184,1.533258677,1.311783075,1.130610824
6.49E-08,1.670843363,1.533814311,1.308481455,1.12601006
6.50E-08,1.647916198,1.517515898,1.285368085,1.093802333
6.50E-08,1.642109632,1.515769839,1.282427788,1.093504429
6.51E-08,1.585970998,1.47479856,1.254000545,1.09062469
6.51E-08,1.58018887,1.471973419,1.251829386,1.092299819
6.52E-08,1.493444443,1.406217098,1.219256759,1.117430568
6.52E-08,1.489797711,1.404025555,1.218161345,1.118942142
6.53E-08,1.376742244,1.318342209,1.184202194,1.165804505
6.54E-08,1.247622967,1.22415328,1.153715134,1.221948624
6.54E-08,1.24345839,1.221151471,1.152731776,1.223759532
6.55E-08,1.112676859,1.131092429,1.129868507,1.274418354
6.55E-08,1.103958726,1.125709653,1.128344417,1.277795315
6.56E-08,0.983047426,1.047647595,1.11503756,1.311919451
6.56E-08,0.970541239,1.041093946,1.11366117,1.315448999
6.57E-08,0.870797157,0.979916573,1.110307932,1.325904965
6.57E-08,0.856550217,0.973552644,1.109828949,1.327398419
6.58E-08,0.787437499,0.930592477,1.114922881,1.311543345
6.58E-08,0.774639904,0.925520658,1.115866065,1.308607459
6.59E-08,0.741599381,0.899142683,1.126060963,1.268068075
6.59E-08,0.733975947,0.896092296,1.1284132,1.258714318
6.60E-08,0.736759424,0.883381367,1.139116406,1.198729396
6.60E-08,0.737538993,0.882885218,1.142114043,1.181929827
6.61E-08,0.76987052,0.881184518,1.148375034,1.11022234
6.61E-08,0.780646741,0.883690894,1.150461912,1.08632195
6.62E-08,0.83172065,0.890898049,1.14782083,1.011628747
6.62E-08,0.851702332,0.896603584,1.146787524,0.982406497
6.63E-08,0.908838153,0.910551727,1.132075667,0.913011611
6.63E-08,0.934812069,0.919091642,1.125387669,0.881464779
6.64E-08,0.986444175,0.937023401,1.097458959,0.824123621
6.64E-08,1.013486743,0.947238386,1.082831144,0.794090867
6.65E-08,1.051319599,0.9658131,1.043178558,0.753392816
6.65E-08,1.074020982,0.975624204,1.019385338,0.728972197
6.66E-08,1.094070196,0.991157413,0.971620202,0.706841707
6.66E-08,1.107788801,0.997562528,0.938937068,0.691698968
6.67E-08,1.109987617,1.006430745,0.88819176,0.687239468
6.68E-08,1.111697555,1.005966783,0.848727882,0.683771372
6.68E-08,1.098625183,1.005403399,0.800599337,0.693589032
6.69E-08,1.087090492,0.995166779,0.758132219,0.702251852
6.69E-08,1.062422872,0.984247863,0.717616379,0.721266747
6.70E-08,1.037755251,0.963009119,0.677100539,0.740281582
6.70E-08,1.005215406,0.943100452,0.647701442,0.762737572
6.71E-08,0.968332112,0.911869764,0.614378214,0.788190961
6.71E-08,0.931303859,0.886149704,0.59757328,0.808651805
6.72E-08,0.883697689,0.847851694,0.575967669,0.834957659
6.72E-08,0.845376313,0.820190728,0.571290612,0.849181771
6.73E-08,0.789371014,0.778823853,0.564455211,0.869969726
6.73E-08,0.752921224,0.752700388,0.569735885,0.875559866
6.74E-08,0.692164958,0.712372363,0.578537881,0.884877741
6.74E-08,0.660628974,0.690189958,0.590634763,0.881495178
6.75E-08,0.600429535,0.654130042,0.613726676,0.875038087
6.75E-08,0.576326847,0.636960447,0.629182816,0.86410439
6.76E-08,0.523295641,0.606846631,0.66318959,0.840047956
6.76E-08,0.508001626,0.594525635,0.678626776,0.824119508
6.77E-08,0.468922675,0.570418239,0.71807152,0.783419371
6.77E-08,0.46224308,0.562031567,0.730776072,0.765493393
6.78E-08,0.442207843,0.543232322,0.76888293,0.711725235
6.78E-08,0.442382663,0.537749708,0.777058542,0.694592357
6.79E-08,0.443007141,0.523909152,0.806259573,0.633398175
6.79E-08,0.447283089,0.520586491,0.809303105,0.619130135
6.80E-08,0.46580711,0.512106717,0.822488129,0.557318985
6.80E-08,0.471330464,0.510476112,0.820897579,0.547019839
6.81E-08,0.501161337,0.508138895,0.812307119,0.491395712
6.81E-08,0.505811214,0.507792711,0.807509005,0.485164791
6.82E-08,0.538362861,0.511905015,0.773919761,0.44154498
6.82E-08,0.541173518,0.51234591,0.767906785,0.438696355
6.83E-08,0.568325639,0.521996737,0.709818661,0.411177486
6.83E-08,0.569408774,0.522662282,0.704605818,0.410540313
6.84E-08,0.585658252,0.53526026,0.626401961,0.400981188
6.84E-08,0.585770071,0.535680115,0.623491883,0.401229024
6.85E-08,0.589236438,0.546915472,0.533272266,0.408912271
6.86E-08,0.581442475,0.551566899,0.444360733,0.429778039
6.86E-08,0.581191123,0.551391482,0.441493005,0.430451035
6.87E-08,0.565927505,0.546128929,0.366598725,0.457491636
6.88E-08,0.564908922,0.54507339,0.361600727,0.459296167
6.88E-08,0.54515475,0.52978313,0.307456613,0.485622615
6.89E-08,0.543111384,0.527348101,0.301855922,0.488345832
6.89E-08,0.520201445,0.504617512,0.271239579,0.507944942
6.90E-08,0.51692909,0.500745654,0.266866505,0.510744393
6.91E-08,0.491065592,0.474608481,0.258929282,0.519317746
6.91E-08,0.486274362,0.469685137,0.257458925,0.520905972
6.92E-08,0.457660615,0.444092691,0.268307418,0.51646322
6.92E-08,0.451058,0.438727111,0.270810723,0.51543808
6.93E-08,0.420907855,0.416368663,0.294861645,0.498516172
6.93E-08,0.412463933,0.411049008,0.301597416,0.493776977
6.94E-08,0.383234292,0.39281413,0.332781523,0.467105478
6.94E-08,0.373491943,0.387617856,0.343175292,0.458215773
6.95E-08,0.348273873,0.372675806,0.375481516,0.425931752
