s,D0_U5.87_S_4mA,D0_U9.A8_S_4mA,D0_U1.AA17_S_4mA,D0_U8.G3_S_4mA
9.18E-08,-0.000212172,0.001068073,0.001351113,-0.001667721
9.19E-08,0.001651119,0.00091841,0.001243612,-0.002327716
9.19E-08,0.001996117,0.000864687,0.001223708,-0.002449918
9.20E-08,0.003532674,0.000585304,0.000976104,-0.002790611
9.20E-08,0.003887363,0.000551318,0.000918949,-0.002869255
9.21E-08,0.004647966,0.000409752,0.000567566,-0.002922368
9.21E-08,0.004860917,0.000447451,0.000469187,-0.002937238
9.22E-08,0.004685587,0.000576725,7.29E-05,-0.002748212
9.22E-08,0.004627154,0.000697956,-5.91E-05,-0.002685215
9.23E-08,0.003689904,0.001046527,-0.000430187,-0.002296797
9.23E-08,0.0033231,0.001196801,-0.000575404,-0.002144786
9.24E-08,0.002033568,0.001564084,-0.000858415,-0.001598017
9.24E-08,0.001447474,0.001635908,-0.000987044,-0.00134951
9.25E-08,0.000258049,0.001786754,-0.001142852,-0.000696016
9.25E-08,-0.000365041,0.001673692,-0.001224473,-0.000353678
9.26E-08,-0.001142498,0.001468143,-0.001243692,0.000333422
9.27E-08,-0.001609006,0.001120008,-0.001255224,0.000745712
9.27E-08,-0.001901855,0.00056883,-0.001157384,0.001372716
9.28E-08,-0.002102203,4.56E-05,-0.001090449,0.001801669
9.28E-08,-0.002051038,-0.000678968,-0.000914277,0.002270868
9.29E-08,-0.002011241,-0.001217274,-0.00077725,0.002635812
9.29E-08,-0.00185314,-0.001870914,-0.000567493,0.00287211
9.30E-08,-0.001713637,-0.002220006,-0.00038241,0.003080611
9.30E-08,-0.001640817,-0.002592318,-0.000177407,0.003056181
9.31E-08,-0.001567986,-0.002591924,2.76E-05,0.003031747
9.31E-08,-0.001636472,-0.002591555,0.000203109,0.002776363
9.32E-08,-0.001714089,-0.002204575,0.000401988,0.002486932
9.32E-08,-0.001839111,-0.001885877,0.000535455,0.002078454
9.33E-08,-0.001999848,-0.001227857,0.000707049,0.001553287
9.33E-08,-0.002029675,-0.000752678,0.000794467,0.001092889
9.34E-08,-0.002073274,-5.16E-05,0.000922248,0.000419923
9.34E-08,-0.001891321,0.00039116,0.000964311,1.75E-06
9.35E-08,-0.001588088,0.000893073,0.001034411,-0.000695145
9.35E-08,-0.001186166,0.001169096,0.001033728,-0.001007388
9.36E-08,-0.000418702,0.001322502,0.001032424,-0.001603611
9.36E-08,9.63E-05,0.001395538,0.000993464,-0.001786671
9.37E-08,0.001229433,0.00121549,0.000907744,-0.002189442
9.37E-08,0.001691623,0.001141823,0.000838268,-0.002254718
9.38E-08,0.002872603,0.000788981,0.000660744,-0.002421512
9.38E-08,0.003139951,0.000666265,0.000573224,-0.002399848
9.39E-08,0.003942137,0.000377903,0.000310617,-0.002334846
9.39E-08,0.003962529,0.000293812,0.000221077,-0.002260724
9.40E-08,0.004035364,0.000254099,-9.87E-05,-0.001995977
9.40E-08,0.003859248,0.000244566,-0.000174387,-0.001897488
9.41E-08,0.003096289,0.000481055,-0.000502114,-0.00147082
9.41E-08,0.002838725,0.00052653,-0.00055275,-0.001367463
9.42E-08,0.001447655,0.000888877,-0.000826227,-0.000809247
9.42E-08,0.001223075,0.00094255,-0.000849285,-0.000714619
9.43E-08,-0.000349104,0.001164763,-0.001010706,-5.22E-05
9.43E-08,-0.000478633,0.001188569,-0.001011844,2.28E-05
9.44E-08,-0.001730938,0.001023419,-0.001022849,0.000747353
9.44E-08,-0.001770572,0.001012031,-0.001013112,0.000794763
9.45E-08,-0.00236517,0.00036628,-0.000867042,0.001506013
9.45E-08,-0.002361908,0.000344758,-0.000858162,0.001524858
9.47E-08,-0.00226079,-0.000646762,-0.000582866,0.002109107
9.48E-08,-0.001737881,-0.001622262,-0.00024276,0.002423314
9.48E-08,-0.001721015,-0.001641211,-0.000231791,0.002433449
9.49E-08,-0.001194096,-0.002209728,9.95E-05,0.002389473
9.49E-08,-0.001158933,-0.00220709,0.000121583,0.002386538
9.50E-08,-0.000905287,-0.002168883,0.000397247,0.001986591
9.50E-08,-0.00087905,-0.002103921,0.000425762,0.00194522
9.51E-08,-0.000921175,-0.001497516,0.000621967,0.001272304
9.51E-08,-0.000927192,-0.00136059,0.000649992,0.001176188
9.52E-08,-0.001062076,-0.000436267,0.000761605,0.000374646
9.52E-08,-0.001087052,-0.000263457,0.000782273,0.000226224
9.53E-08,-0.001028927,0.000635304,0.000816189,-0.000539754
9.53E-08,-0.001015515,0.000774962,0.000824014,-0.000716489
9.54E-08,-0.000574024,0.001356918,0.000790057,-0.001309414
9.54E-08,-0.000450379,0.001397498,0.000780547,-0.00147547
9.55E-08,0.000353496,0.0015366,0.000686996,-0.001818708
9.55E-08,0.00062143,0.001454642,0.000655815,-0.001933111
9.56E-08,0.001554115,0.001218968,0.000510719,-0.002019924
9.56E-08,0.001919009,0.001053343,0.000453953,-0.002053888
9.57E-08,0.002645036,0.000648442,0.000269941,-0.001932387
9.57E-08,0.002975088,0.000485319,0.000186289,-0.001877153
9.58E-08,0.003217515,0.000142799,-1.57E-05,-0.001620909
9.58E-08,0.003344487,7.12E-05,-0.000121487,-0.001486699
9.59E-08,0.00301338,-5.89E-05,-0.000311995,-0.001165565
9.59E-08,0.002814702,-4.67E-08,-0.000426308,-0.00097287
9.60E-08,0.00204316,9.31E-05,-0.000573927,-0.000635633
9.60E-08,0.001515236,0.000242228,-0.000674935,-0.00040488
9.61E-08,0.000591243,0.000448702,-0.000755433,-7.82E-05
9.61E-08,-0.000127332,0.000577712,-0.000818035,0.000175773
9.62E-08,-0.000892879,0.000734386,-0.000820973,0.000476332
9.62E-08,-0.001568374,0.000716081,-0.000823564,0.000741536
9.63E-08,-0.001972383,0.000696555,-0.000756066,0.000999096
9.63E-08,-0.002376392,0.000460746,-0.000688567,0.001256656
9.64E-08,-0.002389518,0.000239674,-0.000572917,0.001446635
9.64E-08,-0.002404391,-0.000181399,-0.000441866,0.001661913
9.65E-08,-0.00215149,-0.000528218,-0.000308164,0.001756679
9.65E-08,-0.001826343,-0.000990652,-0.000136267,0.001878518
9.66E-08,-0.001501787,-0.001324648,-1.25E-05,0.001860196
9.67E-08,-0.001027461,-0.001626627,0.000168293,0.001833419
9.67E-08,-0.000792968,-0.001817329,0.000263295,0.001705537
9.68E-08,-0.000402104,-0.001789714,0.000421647,0.001492376
9.68E-08,-0.000320221,-0.001774525,0.000479935,0.001284006
9.69E-08,-0.000163913,-0.001366612,0.000591201,0.000886245
9.69E-08,-0.00019314,-0.001172346,0.00061521,0.000645748
9.70E-08,-0.000257432,-0.000491648,0.000668022,0.000116716
9.70E-08,-0.000301204,-0.000213207,0.000665995,-0.000103268
9.71E-08,-0.000413078,0.000510405,0.000660816,-0.000665503
9.71E-08,-0.000387874,0.00076214,0.000642204,-0.000824818
9.72E-08,-0.000312276,0.001268197,0.000586378,-0.001302676
9.72E-08,-0.000195149,0.001415783,0.000558715,-0.00138452
9.73E-08,0.000223236,0.001527066,0.000459902,-0.00167687
9.73E-08,0.000390283,0.001553769,0.000428243,-0.001689081
9.74E-08,0.001114215,0.001257855,0.000291045,-0.001741999
9.74E-08,0.001259083,0.001200929,0.000259306,-0.001708584
9.75E-08,0.002041093,0.000657876,8.80E-05,-0.001528204
9.75E-08,0.002109299,0.00057743,6.00E-05,-0.001477225
9.76E-08,0.002586818,4.72E-05,-0.000136012,-0.001120315
9.76E-08,0.002572991,-9.64E-06,-0.000156638,-0.001073524
9.77E-08,0.002439314,-0.000290678,-0.000356037,-0.000621175
9.77E-08,0.002383817,-0.000310058,-0.000367437,-0.000589673
9.78E-08,0.001551236,-0.000249168,-0.000538459,-0.000117072
9.78E-08,0.001508386,-0.000247139,-0.000541824,-0.000102753
9.79E-08,0.000179846,7.51E-05,-0.00064617,0.000341176
9.80E-08,-0.001171563,0.00040533,-0.000649835,0.000723069
9.80E-08,-0.001215154,0.000408195,-0.000649953,0.000735387
9.81E-08,-0.002106182,0.000494149,-0.000548019,0.001039398
9.81E-08,-0.002165576,0.000476306,-0.000541225,0.001059662
9.82E-08,-0.002375842,0.00021754,-0.000356157,0.00127669
9.82E-08,-0.002397591,0.000161385,-0.000337015,0.001299138
9.83E-08,-0.001993536,-0.00036277,-0.000110404,0.00140304
9.83E-08,-0.001935818,-0.000447027,-7.80E-05,0.001417882
9.84E-08,-0.001208272,-0.001015852,0.000141703,0.001374958
9.84E-08,-0.001073563,-0.001085202,0.000182388,0.001367011
9.85E-08,-0.000380275,-0.001445851,0.000356311,0.001158814
9.85E-08,-0.000220241,-0.001442437,0.000396459,0.001110755
9.86E-08,0.000182433,-0.001428219,0.000501118,0.000753435
9.87E-08,0.000295172,-0.00131271,0.00053042,0.000653393
9.87E-08,0.000351541,-0.000916606,0.000562956,0.000204584
9.88E-08,0.000370327,-0.000699217,0.000573799,5.50E-05
9.88E-08,0.000216436,-7.42E-05,0.000547456,-0.000397524
9.89E-08,0.000156209,0.000178694,0.000537146,-0.000574628
9.89E-08,1.74E-05,0.000796704,0.000472065,-0.000938905
9.90E-08,-4.57E-05,0.000985457,0.000442485,-0.001104469
9.90E-08,1.18E-05,0.001381879,0.00035788,-0.001312682
9.91E-08,4.19E-05,0.001419813,0.000313559,-0.001421757
9.91E-08,0.000335761,0.001488777,0.000222047,-0.001450901
9.92E-08,0.000512089,0.001347978,0.000167137,-0.001468389
9.92E-08,0.00092829,0.00112506,7.49E-05,-0.001343079
9.93E-08,0.001213026,0.000856645,1.18E-05,-0.00125735
9.93E-08,0.001551137,0.00048495,-7.72E-05,-0.001035192
9.94E-08,0.001814121,0.000201982,-0.000146365,-0.000862397
9.94E-08,0.001896342,-0.000141612,-0.000226266,-0.000610058
9.95E-08,0.001968892,-0.000315629,-0.000296767,-0.000387402
9.95E-08,0.001731109,-0.000501221,-0.000359275,-0.000158369
9.96E-08,0.001493294,-0.000494102,-0.000421792,7.07E-05
9.96E-08,0.001014372,-0.000487427,-0.000457091,0.000248053
9.97E-08,0.000471601,-0.00032305,-0.000497096,0.000449054
9.98E-08,-6.96E-05,-0.000187677,-0.000498108,0.000570501
9.98E-08,-0.000765414,2.65E-05,-0.000499411,0.000726641
9.99E-08,-0.001177958,0.000181082,-0.000465596,0.000802113
9.99E-08,-0.001780975,0.000299755,-0.000416169,0.00091243
1.00E-07,-0.001780975,0.000374711,-0.000416169,0.00091243
