s,D0_U5.87_F_24mA,D0_U9.A8_F_24mA,D0_U1.AA17_F_24mA,D0_U8.G3_F_24mA
6.89E-08,0.151592448,-0.006593505,0.028507125,-0.054132417
6.90E-08,0.169082552,-0.006721359,0.028377263,-0.061325353
6.91E-08,0.246370077,-0.007584443,0.024221541,-0.104753949
6.91E-08,0.260687619,-0.002796805,0.023451693,-0.112799115
6.92E-08,0.276628405,0.022090232,0.017172482,-0.145923838
6.92E-08,0.280306727,0.032148343,0.015723554,-0.153567374
6.93E-08,0.242933989,0.074064374,0.008791513,-0.172450602
6.93E-08,0.232471436,0.085849009,0.006850877,-0.177736998
6.94E-08,0.166994676,0.126257122,0.000775643,-0.178596869
6.94E-08,0.14516516,0.133230239,-0.001249799,-0.178883538
6.95E-08,0.080592364,0.153274402,-0.005454968,-0.160004631
6.95E-08,0.055327117,0.148607388,-0.007100315,-0.152617916
6.96E-08,0.011525061,0.137198001,-0.009339159,-0.116362818
6.96E-08,-0.00838731,0.117341518,-0.010356936,-0.099881284
6.97E-08,-0.027434463,0.07564763,-0.011116394,-0.053014126
6.97E-08,-0.037412476,0.043298613,-0.011514242,-0.028462365
6.98E-08,-0.041865252,-0.01551258,-0.011308566,0.019668359
6.98E-08,-0.044536632,-0.050983544,-0.011185173,0.048543677
6.99E-08,-0.050170392,-0.107152291,-0.010322403,0.088768266
6.99E-08,-0.05402527,-0.133108109,-0.009732055,0.116291791
7.00E-08,-0.071984023,-0.169045284,-0.008375595,0.142000526
7.00E-08,-0.085952416,-0.175429583,-0.007320535,0.161996901
7.01E-08,-0.116273746,-0.183180749,-0.005561003,0.17052938
7.01E-08,-0.143031716,-0.167514578,-0.004008251,0.178059116
7.02E-08,-0.175078124,-0.150804147,-0.001882814,0.170973763
7.02E-08,-0.207124531,-0.11940182,0.000242624,0.16388841
7.03E-08,-0.225876585,-0.089961872,0.002649642,0.145898625
7.03E-08,-0.247128561,-0.055118233,0.00537755,0.125510558
7.04E-08,-0.241502926,-0.026427114,0.007731259,0.10241659
7.04E-08,-0.234269097,-0.001071527,0.010757821,0.072720774
7.05E-08,-0.202995256,0.017241687,0.01251308,0.04939004
7.05E-08,-0.157289729,0.025428105,0.015078323,0.015293067
7.06E-08,-0.109649502,0.030597886,0.015765375,-0.005267147
7.06E-08,-0.030240545,0.023245702,0.016910585,-0.039537873
7.07E-08,0.018389033,0.019201644,0.016386796,-0.05599273
7.08E-08,0.111218639,0.00697718,0.015386931,-0.08740361
7.08E-08,0.146394551,0.001155349,0.013867832,-0.099375188
7.09E-08,0.223772436,-0.001782699,0.010526209,-0.125709549
7.09E-08,0.237990767,-0.00298451,0.008456665,-0.133172154
7.10E-08,0.274329931,0.012736254,0.003167335,-0.152245075
7.10E-08,0.269079685,0.018205309,0.001075915,-0.155217215
7.11E-08,0.25333184,0.051039077,-0.005197214,-0.164132014
7.11E-08,0.236700997,0.060614731,-0.006848303,-0.162721857
7.12E-08,0.17729488,0.097650863,-0.012746066,-0.157684729
7.12E-08,0.159028322,0.106537998,-0.013732319,-0.152447939
7.13E-08,0.079866655,0.128792942,-0.018006435,-0.129753292
7.13E-08,0.066764846,0.133074239,-0.018359262,-0.122013249
7.14E-08,-0.003960015,0.123951398,-0.020263862,-0.080231734
7.14E-08,-0.010079115,0.122599974,-0.020195771,-0.071973525
7.15E-08,-0.052919421,0.076200873,-0.019719064,-0.014157165
7.15E-08,-0.054234773,0.071230307,-0.019475179,-0.007369846
7.16E-08,-0.066950791,-0.002938351,-0.017117441,0.058245793
7.16E-08,-0.066754647,-0.008058573,-0.016875708,0.062347431
7.17E-08,-0.063815422,-0.086948276,-0.013253367,0.123810045
7.17E-08,-0.063912041,-0.089577742,-0.013111193,0.125250295
7.18E-08,-0.066907607,-0.145439908,-0.008703196,0.169904083
7.19E-08,-0.089985602,-0.157554165,-0.003936424,0.18729116
7.19E-08,-0.090730004,-0.15650326,-0.003782668,0.187851995
7.20E-08,-0.129152,-0.124971732,0.001087584,0.176085427
7.20E-08,-0.131713092,-0.120991401,0.00141222,0.175301105
7.21E-08,-0.165598765,-0.063268021,0.006367299,0.140327856
7.21E-08,-0.169103652,-0.056858599,0.006879817,0.13671048
7.22E-08,-0.174629495,0.002967278,0.011621218,0.088437125
7.22E-08,-0.175418839,0.009121595,0.012298509,0.081541464
7.23E-08,-0.138088956,0.050669875,0.016148016,0.030337187
7.23E-08,-0.131177127,0.053397119,0.016860774,0.020856431
7.24E-08,-0.054355487,0.067579977,0.018965511,-0.025314514
7.24E-08,-0.036622506,0.065470628,0.019451354,-0.035972297
7.25E-08,0.058786701,0.056684084,0.019200822,-0.072678983
7.25E-08,0.085498974,0.051488928,0.019130679,-0.082955964
7.26E-08,0.169781297,0.033673756,0.016478766,-0.108726628
7.26E-08,0.197870359,0.029694229,0.015594955,-0.1173153
7.27E-08,0.245288864,0.018252013,0.011102776,-0.132297903
7.28E-08,0.263846636,0.019790225,0.00934471,-0.138161525
7.28E-08,0.263185829,0.023549767,0.00401113,-0.142833129
7.29E-08,0.262885511,0.03184548,0.001587014,-0.14495638
7.29E-08,0.220884249,0.049268264,-0.003393001,-0.139444247
7.30E-08,0.198881537,0.060844451,-0.006001824,-0.13655667
7.30E-08,0.135594323,0.081890203,-0.009627832,-0.120885886
7.31E-08,0.09761925,0.08942619,-0.011803594,-0.111482739
7.31E-08,0.036587205,0.101357371,-0.013598618,-0.086551495
7.32E-08,-0.005166817,0.09692058,-0.014826653,-0.069495216
7.32E-08,-0.046886683,0.090776585,-0.01487387,-0.038061012
7.33E-08,-0.079336576,0.070073999,-0.014910595,-0.013611351
7.33E-08,-0.096816614,0.044935837,-0.01370482,0.019581471
7.34E-08,-0.112240441,0.010591235,-0.012640881,0.048869751
7.34E-08,-0.111928932,-0.026042677,-0.010793728,0.078064725
7.35E-08,-0.111617461,-0.064126208,-0.008946824,0.107255757
7.35E-08,-0.105479479,-0.099834658,-0.00695353,0.127309099
7.36E-08,-0.098523214,-0.127852812,-0.004694502,0.150035843
7.36E-08,-0.096629024,-0.150927216,-0.002840168,0.157954872
7.37E-08,-0.094193712,-0.157086432,-0.000456105,0.168136135
7.37E-08,-0.099690266,-0.16153422,0.001174207,0.163887531
7.38E-08,-0.1077246,-0.14165996,0.003557242,0.157677323
7.38E-08,-0.116407782,-0.129106954,0.004972939,0.144013584
7.39E-08,-0.130878717,-0.089033417,0.007332264,0.121242315
7.39E-08,-0.134897605,-0.066991024,0.00852543,0.102617621
7.40E-08,-0.142569318,-0.02047034,0.010803082,0.067064703
7.40E-08,-0.135714799,0.001680088,0.011685223,0.048087709
7.41E-08,-0.120633371,0.038682785,0.013626126,0.006334224
7.42E-08,-0.102146596,0.053822398,0.014044531,-0.009573394
7.42E-08,-0.054909524,0.070064321,0.015113632,-0.050220259
7.43E-08,-0.029931124,0.07571315,0.014957236,-0.061402313
7.43E-08,0.045017559,0.069717988,0.014487962,-0.094954513
7.44E-08,0.068314202,0.067969717,0.013789264,-0.101355515
7.44E-08,0.151523694,0.04864461,0.011293698,-0.124218225
7.45E-08,0.166180357,0.044005316,0.010246491,-0.126730293
7.45E-08,0.22967498,0.026018843,0.00570985,-0.137612879
7.46E-08,0.233175114,0.022560192,0.004601501,-0.137417421
7.46E-08,0.252078831,0.018555116,-0.00138454,-0.136361778
7.47E-08,0.246924147,0.017961865,-0.002279298,-0.134533569
7.48E-08,0.210838616,0.031539001,-0.008543087,-0.121735141
7.48E-08,0.202413112,0.032993581,-0.009079079,-0.119168513
7.49E-08,0.120954484,0.056190517,-0.014261106,-0.094354115
7.49E-08,0.114249095,0.057790067,-0.014456179,-0.091881208
7.50E-08,0.01365382,0.074440695,-0.017382693,-0.05478226
7.50E-08,0.010818036,0.074995637,-0.01738476,-0.053228628
7.51E-08,-0.077097394,0.06851574,-0.017448837,-0.00506268
7.52E-08,-0.126946911,0.031832483,-0.014890545,0.048145056
7.52E-08,-0.128554732,0.029909002,-0.014808031,0.049861196
7.53E-08,-0.136686131,-0.027799578,-0.010656269,0.098694593
7.53E-08,-0.137228772,-0.031904984,-0.010379206,0.101953432
7.54E-08,-0.119370908,-0.091373585,-0.005718861,0.13783288
7.54E-08,-0.117523678,-0.095675059,-0.005236792,0.141544268
7.55E-08,-0.095259696,-0.135828331,-0.000873578,0.157663345
7.55E-08,-0.092079617,-0.136881188,-0.000250358,0.159965724
7.56E-08,-0.080987796,-0.14398858,0.003439471,0.153531939
7.56E-08,-0.07893303,-0.138840109,0.004123013,0.152340069
7.57E-08,-0.081463188,-0.112077415,0.007074471,0.125605196
7.57E-08,-0.082047023,-0.100318968,0.00775552,0.119436115
7.58E-08,-0.088180132,-0.05131698,0.010038235,0.079079822
7.58E-08,-0.089897104,-0.035907,0.010677285,0.067782007
7.59E-08,-0.08445064,0.016931973,0.01230762,0.02282745
7.59E-08,-0.082634822,0.030658865,0.012851163,0.007839901
7.60E-08,-0.054895319,0.070116736,0.013659404,-0.033077236
7.60E-08,-0.044041753,0.0769336,0.013975643,-0.049086787
7.61E-08,0.005396924,0.093598671,0.013671705,-0.079911962
7.61E-08,0.027871696,0.091175348,0.013533535,-0.093925051
7.62E-08,0.086443447,0.086086944,0.011918601,-0.112133741
7.62E-08,0.117126755,0.076482669,0.011072604,-0.121672519
7.63E-08,0.165844977,0.059021886,0.008239541,-0.127816007
7.63E-08,0.195072755,0.047882445,0.006539888,-0.13150169
7.64E-08,0.217261463,0.030242993,0.002934717,-0.12791954
7.64E-08,0.232444003,0.023852503,0.000467891,-0.125468463
7.65E-08,0.221227527,0.015004541,-0.003179617,-0.114890903
7.65E-08,0.212503314,0.016679462,-0.006016665,-0.106663629
7.66E-08,0.173445284,0.018712983,-0.008952577,-0.091308638
7.66E-08,0.138977364,0.026502253,-0.01154346,-0.077758171
7.67E-08,0.086975135,0.034810733,-0.013227908,-0.059196036
7.68E-08,0.034972906,0.041912675,-0.014912355,-0.040633902
7.68E-08,-0.012653263,0.048570804,-0.015155962,-0.020270485
7.69E-08,-0.066621818,0.046506483,-0.01543201,0.002804732
7.69E-08,-0.097303264,0.044806194,-0.014440407,0.023134453
7.70E-08,-0.136749491,0.028015152,-0.013165532,0.04927177
7.70E-08,-0.146809444,0.015887728,-0.011417439,0.067130938
7.71E-08,-0.161511675,-0.01444317,-0.008862669,0.093231432
7.71E-08,-0.15573661,-0.03359735,-0.006902155,0.10600616
7.72E-08,-0.146110445,-0.068594776,-0.00363428,0.127299681
7.72E-08,-0.133659378,-0.087845065,-0.001884069,0.133036301
7.73E-08,-0.109891392,-0.113880485,0.001456931,0.143987
7.73E-08,-0.099072188,-0.126279712,0.002787437,0.142157599
7.74E-08,-0.075272739,-0.130740106,0.005714203,0.138133392
7.74E-08,-0.069915086,-0.132564634,0.006586898,0.129950345
7.75E-08,-0.056222029,-0.109876767,0.008817326,0.109036148
7.75E-08,-0.055163689,-0.10198395,0.00931468,0.09710601
7.76E-08,-0.051989239,-0.056906793,0.010806472,0.06132203
7.76E-08,-0.051340021,-0.043760475,0.01103521,0.048793163
7.77E-08,-0.049020991,0.009814678,0.011852277,0.004039475
7.77E-08,-0.045422889,0.022670493,0.011879229,-0.006429787
7.78E-08,-0.029829822,0.06710016,0.011996031,-0.051800359
7.78E-08,-0.02268916,0.075647309,0.011847119,-0.058754679
7.79E-08,0.015856849,0.096895859,0.011043277,-0.096294798
7.79E-08,0.024306055,0.100043543,0.010748644,-0.099646159
7.80E-08,0.083459616,0.093681328,0.008685904,-0.123109303
7.80E-08,0.090023436,0.092999764,0.008319203,-0.123797253
7.81E-08,0.153478399,0.066010036,0.004774165,-0.130447894
7.81E-08,0.156345218,0.064146802,0.004448174,-0.129819185
7.82E-08,0.199304283,0.0314149,-0.000436772,-0.120398119
7.82E-08,0.199303627,0.030323917,-0.000615393,-0.119672947
7.83E-08,0.199283317,0.007334791,-0.006153436,-0.097189501
7.84E-08,0.148854166,0.002693368,-0.011108887,-0.066279083
7.84E-08,0.147227526,0.003016094,-0.011268729,-0.065282039
7.85E-08,0.061933208,0.012699281,-0.014434797,-0.030488079
7.85E-08,0.056247741,0.013493469,-0.014645837,-0.028168816
7.86E-08,-0.036436956,0.025010912,-0.015385387,0.007910936
7.86E-08,-0.0460236,0.025043361,-0.01546188,0.011642768
7.87E-08,-0.118327245,0.025346247,-0.013767918,0.046678599
7.88E-08,-0.128655538,0.022736227,-0.013525941,0.051683333
7.88E-08,-0.163454831,0.005115766,-0.010006333,0.082659841
7.89E-08,-0.169898108,-0.001123578,-0.009354657,0.088395312
7.89E-08,-0.16608195,-0.033570863,-0.00498316,0.111408122
7.90E-08,-0.165201053,-0.042169023,-0.003974074,0.116720237
7.90E-08,-0.135539845,-0.077984899,0.000266847,0.127782613
7.91E-08,-0.127235427,-0.085224174,0.001454203,0.130879804
7.91E-08,-0.09048979,-0.110049009,0.004877687,0.127336368
7.92E-08,-0.078243449,-0.111179523,0.006018643,0.126155436
7.93E-08,-0.049813084,-0.11443007,0.008289934,0.108027682
7.93E-08,-0.038686536,-0.106084324,0.00917883,0.100933179
7.94E-08,-0.024340935,-0.085686512,0.010337469,0.071463972
7.94E-08,-0.017820848,-0.068090506,0.010864072,0.05807019
7.95E-08,-0.013144622,-0.031135086,0.011161191,0.023131853
7.95E-08,-0.010694941,-0.008789171,0.011316841,0.004829107
7.96E-08,-0.005738454,0.031836174,0.01100586,-0.028676908
7.96E-08,-0.002764349,0.051561415,0.010819258,-0.048781965
7.97E-08,0.011038342,0.082790978,0.01002535,-0.074870355
7.97E-08,0.020481216,0.092746899,0.009482212,-0.092718273
7.98E-08,0.044928297,0.106533669,0.008208706,-0.107843861
7.98E-08,0.063943349,0.103131138,0.007218167,-0.119608611
7.99E-08,0.0928699,0.098999612,0.005456709,-0.123232335
7.99E-08,0.118393756,0.084099948,0.003902455,-0.126429796
8.00E-08,0.140931159,0.068209268,0.001755268,-0.12052273
8.00E-08,0.163471594,0.048463985,-0.000392208,-0.114614859
8.01E-08,0.16976361,0.029952615,-0.002639081,-0.102486357
8.01E-08,0.176894441,0.013690705,-0.005185493,-0.088740952
8.02E-08,0.163132668,0.000298179,-0.007145634,-0.073765419
8.02E-08,0.14543955,-0.006589123,-0.009665729,-0.05451183
8.03E-08,0.115728401,-0.011562689,-0.010962564,-0.039261241
8.03E-08,0.07229948,-0.00869333,-0.012858153,-0.016969379
8.04E-08,0.036606971,-0.006880983,-0.013253835,-0.002981121
8.04E-08,-0.022876266,0.000251758,-0.013913258,0.020330964
8.05E-08,-0.053323854,0.004175112,-0.013408814,0.032248694
8.05E-08,-0.111445628,0.006936206,-0.012445875,0.054998599
8.06E-08,-0.128915519,0.008250877,-0.011280267,0.06430877
8.06E-08,-0.167353034,-0.000447868,-0.008715682,0.08479315
8.07E-08,-0.170204654,-0.00400695,-0.007266375,0.090962648
8.08E-08,-0.177491039,-0.025312714,-0.003563133,0.10672684
8.08E-08,-0.169648692,-0.032722719,-0.002203007,0.109293006
8.09E-08,-0.146117434,-0.060078412,0.001878106,0.116992883
8.09E-08,-0.1341649,-0.068055719,0.002903861,0.115886681
8.10E-08,-0.091473609,-0.089281596,0.006567589,0.11193563
8.10E-08,-0.081157885,-0.094377197,0.007165236,0.107764728
8.11E-08,-0.036468789,-0.096958593,0.009754325,0.089695804
8.11E-08,-0.030468835,-0.097454973,0.009980507,0.083767466
8.12E-08,0.0019361,-0.074661396,0.011202085,0.0517493
8.12E-08,0.004137322,-0.071285114,0.011192126,0.045717899
8.13E-08,0.019547069,-0.026213259,0.011122411,0.003494846
8.13E-08,0.020046173,-0.021384504,0.011011224,-0.001198646
8.14E-08,0.024871564,0.033198845,0.009936257,-0.046575822
8.14E-08,0.025350671,0.036962654,0.009815963,-0.04922533
8.15E-08,0.032538336,0.083246805,0.008011292,-0.088973708
8.15E-08,0.033202235,0.084789388,0.007933297,-0.089812525
8.16E-08,0.053784579,0.107161187,0.005515301,-0.115817755
8.17E-08,0.087884732,0.09910164,0.002545959,-0.122720279
8.17E-08,0.088984586,0.098071501,0.002450187,-0.12294291
8.18E-08,0.123795241,0.067165054,-0.000948581,-0.1114932
8.18E-08,0.126118287,0.064508401,-0.001175394,-0.110729121
8.19E-08,0.144197404,0.026025631,-0.004751469,-0.085976236
8.19E-08,0.146067515,0.022705898,-0.00512138,-0.083415784
8.20E-08,0.13391909,-0.008283054,-0.008414227,-0.051818114
8.20E-08,0.132183865,-0.010483132,-0.008884561,-0.047304858
8.21E-08,0.087642394,-0.025334844,-0.011274396,-0.014720516
8.21E-08,0.07939107,-0.025175462,-0.011717113,-0.008684255
8.22E-08,0.013440882,-0.024346955,-0.012633297,0.020842213
8.22E-08,-0.001777128,-0.022260448,-0.012844706,0.027655447
8.23E-08,-0.069295704,-0.013565913,-0.012010368,0.051992454
8.23E-08,-0.088205107,-0.011730195,-0.011776701,0.05880833
8.24E-08,-0.137119129,-0.005437681,-0.009353586,0.077049613
8.24E-08,-0.153426737,-0.006588473,-0.008545735,0.083131135
8.25E-08,-0.17131421,-0.009896415,-0.00510581,0.094685204
8.25E-08,-0.178313002,-0.015457726,-0.003759879,0.099205934
8.26E-08,-0.164825067,-0.029053377,-9.61E-05,0.103288472
8.26E-08,-0.158693463,-0.037663203,0.001569443,0.105144389
8.27E-08,-0.124274455,-0.055741787,0.004718534,0.10094814
8.28E-08,-0.106243767,-0.063179202,0.006368211,0.098749898
8.28E-08,-0.066387117,-0.076700576,0.008470649,0.086123846
8.29E-08,-0.042475704,-0.077530362,0.009731974,0.078549035
8.29E-08,-0.010605867,-0.078844331,0.010621903,0.058740575
8.30E-08,0.011200954,-0.069156379,0.011230833,0.04518671
8.30E-08,0.028826008,-0.055742905,0.011076912,0.021117227
8.31E-08,0.042532738,-0.03563834,0.010957211,0.002398764
8.31E-08,0.047774978,-0.011222553,0.010108338,-0.021764554
8.32E-08,0.052400559,0.01431735,0.00935932,-0.043085489
8.32E-08,0.052243061,0.04155967,0.008167818,-0.062993482
8.33E-08,0.052085564,0.064132005,0.006976318,-0.082901478
8.33E-08,0.053692177,0.085293762,0.005681159,-0.095257826
8.34E-08,0.055512745,0.09641435,0.004213523,-0.109259665
8.34E-08,0.062113792,0.105573893,0.002919824,-0.112723298
8.35E-08,0.070600562,0.100471526,0.001256555,-0.117176384
8.35E-08,0.080176957,0.096786313,-4.25E-06,-0.112576574
8.36E-08,0.0941725,0.076798402,-0.001846862,-0.105854124
8.36E-08,0.101257876,0.064175896,-0.003032423,-0.095663451
8.37E-08,0.113068111,0.036483064,-0.005008571,-0.078677163
8.37E-08,0.112323239,0.02125066,-0.00603283,-0.066027395
8.38E-08,0.110901341,-0.004156007,-0.007988051,-0.041880105
8.38E-08,0.100339189,-0.016255789,-0.008709061,-0.029571757
8.39E-08,0.077105187,-0.031030871,-0.010295098,-0.002496579
8.39E-08,0.059264168,-0.037074629,-0.010581098,0.007640129
8.40E-08,0.013666169,-0.038337786,-0.011312054,0.033547483
8.40E-08,-0.005731773,-0.038777221,-0.011118382,0.040782109
8.41E-08,-0.063915126,-0.030367188,-0.010537473,0.062482085
8.41E-08,-0.078841969,-0.027914483,-0.009946883,0.066888951
8.42E-08,-0.132161349,-0.018318472,-0.007837265,0.082630493
8.42E-08,-0.139099002,-0.016015828,-0.007039356,0.084675156
8.43E-08,-0.169164687,-0.013850451,-0.003581464,0.093536101
8.44E-08,-0.168317497,-0.013433888,-0.002800974,0.093754411
8.44E-08,-0.163744271,-0.022631878,0.001412185,0.094932862
8.45E-08,-0.158268914,-0.023994435,0.002002252,0.093844935
8.45E-08,-0.119935557,-0.041133583,0.006133365,0.086228259
8.46E-08,-0.113829441,-0.042969637,0.006458488,0.084410056
8.46E-08,-0.054799255,-0.05826531,0.009601579,0.066832758
8.47E-08,-0.050787125,-0.059321243,0.009702594,0.064976357
8.48E-08,0.009334224,-0.061063491,0.01121629,0.037158418
8.48E-08,0.01074359,-0.061121561,0.011206624,0.035987519
8.49E-08,0.054440018,-0.041610874,0.010906941,-0.000315411
8.50E-08,0.073115595,-0.003039695,0.009115675,-0.03934364
8.50E-08,0.073717989,-0.001536968,0.009057897,-0.040602528
8.51E-08,0.072805077,0.043551337,0.006459315,-0.074571304
8.51E-08,0.072744228,0.046070244,0.006286101,-0.076835565
8.52E-08,0.065398999,0.082599811,0.003473959,-0.099540979
8.52E-08,0.064639263,0.084326789,0.003183091,-0.101889469
8.53E-08,0.062264796,0.100446463,0.000517372,-0.109372564
8.53E-08,0.061925612,0.099235773,0.000136584,-0.110441498
8.54E-08,0.068153098,0.091062292,-0.002242642,-0.102185123
8.54E-08,0.06930615,0.085812002,-0.002683169,-0.100656413
8.55E-08,0.078819394,0.058508221,-0.004770977,-0.079641081
8.55E-08,0.081015363,0.05009906,-0.005252912,-0.074790046
8.56E-08,0.08338517,0.015070475,-0.00702043,-0.046401899
8.56E-08,0.084048659,0.00623726,-0.007515292,-0.038453903
8.57E-08,0.070204914,-0.024053499,-0.008800023,-0.00875501
8.57E-08,0.065591164,-0.030005865,-0.00922819,0.00114284
8.58E-08,0.03343403,-0.047120523,-0.00976941,0.027093589
8.58E-08,0.020848965,-0.048076756,-0.009981222,0.037249714
8.59E-08,-0.02288411,-0.050413884,-0.009546443,0.056417949
8.59E-08,-0.04276083,-0.046734497,-0.009348836,0.065129928
8.60E-08,-0.085137121,-0.039006986,-0.007880356,0.076595195
8.60E-08,-0.107336305,-0.033517193,-0.00711108,0.082601376
8.61E-08,-0.134944499,-0.023536634,-0.004812903,0.086943775
8.61E-08,-0.151510611,-0.020078428,-0.003433898,0.0895494
8.62E-08,-0.156278834,-0.014603301,-0.000749648,0.087950066
8.62E-08,-0.159540921,-0.015811097,0.001086735,0.086855911
8.63E-08,-0.141911358,-0.017483629,0.003614832,0.080424689
8.63E-08,-0.128199011,-0.022967819,0.005581198,0.075422451
8.64E-08,-0.096337691,-0.02962701,0.007440558,0.065017067
8.64E-08,-0.068224281,-0.035641696,0.009081197,0.05583569
8.65E-08,-0.033960272,-0.042056441,0.009974312,0.042325795
8.65E-08,0.000308362,-0.043045264,0.010867548,0.028814076
8.66E-08,0.026694756,-0.043972295,0.010787795,0.013478714
8.67E-08,0.056598827,-0.035422109,0.01069741,-0.003901069
8.67E-08,0.070083521,-0.028380586,0.009878332,-0.019178212
8.68E-08,0.087420397,-0.00962034,0.008825269,-0.038819578
8.68E-08,0.0891321,0.003927102,0.007617844,-0.051773772
8.69E-08,0.09163411,0.028461685,0.005852946,-0.070708975
8.69E-08,0.086803578,0.043958239,0.004588863,-0.079276614
8.70E-08,0.07875327,0.065899082,0.002482211,-0.093554981
8.70E-08,0.073232919,0.077967606,0.001382555,-0.096533574
8.71E-08,0.062695056,0.0882883,-0.000716591,-0.102219447
8.71E-08,0.059967648,0.093202405,-0.00156068,-0.099701568
8.72E-08,0.053966757,0.086249538,-0.003417859,-0.094161689
8.72E-08,0.054048501,0.083404779,-0.004023248,-0.087500021
8.73E-08,0.054257374,0.059776518,-0.005570126,-0.070478238
8.73E-08,0.054711182,0.051558763,-0.005981023,-0.06180365
8.74E-08,0.056072842,0.018372802,-0.007213937,-0.035775196
8.74E-08,0.054196507,0.008695304,-0.007454114,-0.027269067
8.75E-08,0.047494724,-0.023103414,-0.008311965,0.003112585
8.75E-08,0.042255826,-0.030737193,-0.008380265,0.009854448
8.76E-08,0.01956021,-0.050957922,-0.008676151,0.039061099
8.76E-08,0.01219563,-0.054846201,-0.008573954,0.043347623
8.77E-08,-0.027579466,-0.058413673,-0.008022006,0.066498563
8.77E-08,-0.034500368,-0.058942102,-0.007785124,0.068496376
8.78E-08,-0.082950406,-0.047989484,-0.006126828,0.082482137
8.78E-08,-0.087225653,-0.046816081,-0.005834953,0.082878828
8.79E-08,-0.128559202,-0.029427405,-0.003013082,0.086714096
8.79E-08,-0.12971209,-0.028228365,-0.002766117,0.086336955
8.80E-08,-0.147007957,-0.014326816,0.000938882,0.080679074
8.80E-08,-0.146456435,-0.013863498,0.001067305,0.080234885
8.81E-08,-0.129358128,-0.010185089,0.005048687,0.066464104
8.82E-08,-0.081028715,-0.016543396,0.008332442,0.04654178
8.82E-08,-0.079469919,-0.016843041,0.008438354,0.045899216
8.83E-08,-0.016916566,-0.025833078,0.010224604,0.022003504
8.83E-08,-0.012742139,-0.025994305,0.010343808,0.02040885
8.84E-08,0.044310175,-0.028329752,0.010374426,-0.00576472
8.84E-08,0.050211698,-0.027222583,0.010377593,-0.008472129
8.85E-08,0.086764969,-0.016887404,0.008851784,-0.034610029
8.85E-08,0.09198606,-0.013544678,0.008633845,-0.038343441
8.86E-08,0.102989122,0.009020531,0.006095179,-0.06127077
8.87E-08,0.105027445,0.014400497,0.00562489,-0.065518066
8.87E-08,0.095667869,0.042366568,0.002745028,-0.081634253
8.88E-08,0.093508147,0.047952864,0.002080499,-0.085353062
8.88E-08,0.074995272,0.071231104,-0.000558699,-0.091613889
8.89E-08,0.069810517,0.074087605,-0.001297839,-0.093367308
8.89E-08,0.053118929,0.083879188,-0.003342281,-0.088408768
8.90E-08,0.04755557,0.081321083,-0.0040237,-0.086756065
8.90E-08,0.038335182,0.073965147,-0.005410228,-0.071579427
8.91E-08,0.034727879,0.065120883,-0.00595268,-0.065641858
8.91E-08,0.031655256,0.04349944,-0.006769292,-0.043517299
8.92E-08,0.030258443,0.030186558,-0.007140523,-0.033459499
8.92E-08,0.027232079,0.00223267,-0.007499876,-0.009028893
8.93E-08,0.025647003,-0.011443436,-0.007688088,0.003766776
8.93E-08,0.01626721,-0.036314454,-0.007639328,0.025808707
8.94E-08,0.01064055,-0.045630492,-0.007610078,0.03903101
8.95E-08,-0.007573319,-0.060382567,-0.007128404,0.055180717
8.95E-08,-0.020036094,-0.062147077,-0.006798821,0.066231094
8.96E-08,-0.043882053,-0.064590134,-0.005843718,0.074892372
8.96E-08,-0.062426683,-0.058739286,-0.00510095,0.081628107
8.97E-08,-0.08443258,-0.051633779,-0.00370282,0.083088182
8.97E-08,-0.103849873,-0.04136515,-0.002469156,0.084376507
8.98E-08,-0.115964472,-0.030412044,-0.000787505,0.080207951
8.98E-08,-0.128079072,-0.020676138,0.000894145,0.076039396
8.99E-08,-0.125591785,-0.011548643,0.002590092,0.068263993
8.99E-08,-0.122773267,-0.006550584,0.004511888,0.059453133
9.00E-08,-0.106503077,-0.002433901,0.005887171,0.049868912
9.00E-08,-0.085584983,-0.003362705,0.007655331,0.037546765
9.01E-08,-0.06136154,-0.004033539,0.008441957,0.027436223
9.01E-08,-0.025959905,-0.008243565,0.009591579,0.012660053
9.02E-08,-0.001856327,-0.010902226,0.009685114,0.002879109
9.02E-08,0.038320642,-0.01311997,0.009841023,-0.013424224
9.03E-08,0.055500813,-0.014339838,0.009325027,-0.022188287
9.03E-08,0.088296257,-0.009453965,0.008340035,-0.038918115
9.04E-08,0.095510334,-0.007127096,0.007440964,-0.045946393
9.04E-08,0.111379422,0.006766246,0.005463242,-0.061406787
9.05E-08,0.10982471,0.012449328,0.004458761,-0.065981597
9.05E-08,0.105851188,0.032304469,0.001891513,-0.077673875
9.06E-08,0.099476121,0.039211821,0.001015629,-0.079315744
9.07E-08,0.08035437,0.057656918,-0.001611551,-0.084240459
9.07E-08,0.07346224,0.063036256,-0.002226829,-0.082983226
9.08E-08,0.048843227,0.071284473,-0.004424629,-0.078492329
9.08E-08,0.044108339,0.073263705,-0.004772014,-0.075008459
9.09E-08,0.023588788,0.065139234,-0.006277474,-0.059910432
9.09E-08,0.021414401,0.063576289,-0.006417539,-0.055360693
9.10E-08,0.009676841,0.038774315,-0.007173623,-0.030800752
9.10E-08,0.008917514,0.035100244,-0.007186557,-0.02646471
9.11E-08,0.003601404,4.63E-05,-0.00727711,0.003892274
