s,D0_U5.87_S_16mA,D0_U9.A8_S_16mA,D0_U1.AA17_S_16mA,D0_U8.G3_S_16mA
9.13E-08,-0.002396262,-0.005205339,-0.006927015,0.010402517
9.13E-08,-0.003103167,-0.005469636,-0.006906444,0.010891885
9.14E-08,-0.02502027,-0.011927725,-0.006268667,0.026064375
9.15E-08,-0.043412726,-0.016792659,-0.004753433,0.037639685
9.15E-08,-0.04400599,-0.016909016,-0.004704558,0.038013056
9.16E-08,-0.054830432,-0.020400247,-0.00258969,0.044447418
9.16E-08,-0.055551957,-0.020554995,-0.002448719,0.044876315
9.17E-08,-0.057341918,-0.022799183,-8.22E-05,0.045792054
9.17E-08,-0.057527058,-0.022869267,0.000162537,0.045886774
9.18E-08,-0.050982311,-0.023523428,0.002421057,0.041544102
9.18E-08,-0.05004742,-0.023294268,0.002743678,0.040923767
9.19E-08,-0.037594531,-0.021747198,0.004563762,0.032165736
9.19E-08,-0.035288807,-0.02094011,0.004900761,0.030544138
9.20E-08,-0.02014252,-0.016742906,0.00604448,0.018719569
9.20E-08,-0.016646255,-0.015131219,0.006308488,0.015990067
9.21E-08,-0.001781384,-0.008417695,0.006684119,0.00281194
9.21E-08,0.00238042,-0.005990629,0.006789286,-0.000877617
9.22E-08,0.01492817,0.002332239,0.006440916,-0.013529803
9.22E-08,0.01911,0.005252462,0.006324813,-0.017746439
9.23E-08,0.028426098,0.013648894,0.005397134,-0.028131876
9.23E-08,0.03207206,0.016415888,0.005034076,-0.032196335
9.24E-08,0.038075596,0.023178693,0.003726634,-0.038982138
9.24E-08,0.040804207,0.02499136,0.003132401,-0.042066291
9.25E-08,0.043743785,0.028798349,0.001659561,-0.044558503
9.25E-08,0.045283709,0.02898052,0.000888002,-0.045864068
9.26E-08,0.045343753,0.029311709,-0.000548383,-0.044108305
9.27E-08,0.04537978,0.027572857,-0.001410276,-0.043054774
9.27E-08,0.042582091,0.024819858,-0.002639395,-0.037775729
9.28E-08,0.0406681,0.02138887,-0.003480276,-0.03416416
9.28E-08,0.035073061,0.0166377,-0.00438808,-0.026567189
9.29E-08,0.030721214,0.012189864,-0.005094174,-0.02065823
9.29E-08,0.022751225,0.006789067,-0.005606119,-0.012147321
9.30E-08,0.015718764,0.002204937,-0.006057843,-0.004637569
9.30E-08,0.006367563,-0.002684098,-0.006144668,0.003460528
9.31E-08,-0.0029849,-0.006633532,-0.006231506,0.011559718
9.31E-08,-0.012225573,-0.010336161,-0.005916628,0.018207205
9.32E-08,-0.022698158,-0.013225591,-0.005559772,0.025740895
9.32E-08,-0.030194785,-0.015605187,-0.004921568,0.030292958
9.33E-08,-0.039832976,-0.017393975,-0.004101048,0.036145408
9.33E-08,-0.044306081,-0.018685723,-0.003262707,0.03836425
9.34E-08,-0.050844442,-0.019554779,-0.0020373,0.041607544
9.34E-08,-0.05177334,-0.020103693,-0.001145149,0.041607123
9.35E-08,-0.053321395,-0.020185314,0.000341662,0.041606426
9.35E-08,-0.051071219,-0.020230202,0.001150104,0.039763819
9.36E-08,-0.046774548,-0.019396245,0.002693812,0.036245387
9.36E-08,-0.042405821,-0.018999206,0.003305951,0.033109162
9.37E-08,-0.032793678,-0.016837921,0.00465279,0.026208788
9.37E-08,-0.027650207,-0.015953634,0.005006579,0.0224132
9.38E-08,-0.014507703,-0.011981086,0.005910574,0.01271478
9.38E-08,-0.009776126,-0.01059946,0.006005766,0.008897018
9.39E-08,0.00442116,-0.004622566,0.006291393,-0.00255833
9.39E-08,0.008014997,-0.002879619,0.006178245,-0.00585081
9.40E-08,0.020851241,0.004656825,0.005774109,-0.017610686
9.40E-08,0.023101749,0.006466066,0.005531249,-0.020000007
9.41E-08,0.032851245,0.014363201,0.004479145,-0.030350866
9.41E-08,0.03393776,0.015881754,0.004190259,-0.031687152
9.42E-08,0.039805874,0.022402791,0.002630024,-0.038904257
9.42E-08,0.040080763,0.023368716,0.002364321,-0.039284304
9.43E-08,0.042005129,0.026753867,0.000504256,-0.041944835
9.43E-08,0.041818641,0.027116533,0.000306436,-0.041666042
9.44E-08,0.040015657,0.02619729,-0.001606108,-0.038970653
9.44E-08,0.039652664,0.026133904,-0.001720775,-0.038437277
9.45E-08,0.03420699,0.020789742,-0.003441017,-0.030435497
9.45E-08,0.033909388,0.020611629,-0.003483699,-0.030036988
9.47E-08,0.024683071,0.011871232,-0.00480693,-0.017682316
9.48E-08,0.012039382,0.001924116,-0.00553284,-0.003156761
9.48E-08,0.011631578,0.001630197,-0.005556253,-0.00268826
9.49E-08,-0.003152906,-0.007188007,-0.005592922,0.011367781
9.49E-08,-0.004139531,-0.007628353,-0.005595369,0.012305795
9.50E-08,-0.019263824,-0.01400695,-0.00496516,0.023983223
9.50E-08,-0.02082829,-0.014390648,-0.00489997,0.025191143
9.51E-08,-0.033857133,-0.017972384,-0.00370349,0.033165041
9.51E-08,-0.035718109,-0.018149506,-0.003532591,0.034303993
9.52E-08,-0.044204995,-0.019345183,-0.001945311,0.037942402
9.52E-08,-0.045776516,-0.019260729,-0.001651393,0.038616128
9.53E-08,-0.048051361,-0.018821493,9.43E-05,0.037939161
9.53E-08,-0.048576236,-0.018478213,0.000497054,0.037782963
9.54E-08,-0.044344801,-0.017047754,0.002153248,0.033333778
9.54E-08,-0.043159734,-0.016425818,0.002617085,0.032087728
9.55E-08,-0.033639479,-0.014293938,0.003938566,0.024776354
9.55E-08,-0.030466348,-0.013291161,0.00437902,0.022339448
9.56E-08,-0.018000068,-0.010407636,0.0051833,0.013303545
9.56E-08,-0.013122875,-0.008859356,0.005497959,0.009768421
9.57E-08,-0.000430386,-0.0050743,0.005707393,0.000250705
9.57E-08,0.005339607,-0.002870023,0.005802603,-0.004076039
9.58E-08,0.015961429,0.001758435,0.005449281,-0.012850889
9.58E-08,0.021524668,0.004515081,0.005264227,-0.017446766
9.59E-08,0.028731104,0.009527704,0.004470493,-0.02439647
9.59E-08,0.033055276,0.01241636,0.003994219,-0.028566591
9.60E-08,0.036570124,0.016989762,0.002936476,-0.032892309
9.60E-08,0.038975149,0.019302746,0.002212719,-0.035852168
9.61E-08,0.039316386,0.022505192,0.001080042,-0.037157141
9.61E-08,0.039581761,0.023439102,0.000199178,-0.038171999
9.62E-08,0.037603702,0.02457328,-0.000836933,-0.036531899
9.62E-08,0.035858329,0.023519043,-0.001751164,-0.035084724
9.63E-08,0.032350101,0.022394534,-0.002571088,-0.031032352
9.63E-08,0.028841874,0.019207925,-0.003391011,-0.026979979
9.64E-08,0.024344953,0.01622045,-0.00393364,-0.02139087
9.64E-08,0.019249175,0.011351802,-0.004548531,-0.015057458
9.65E-08,0.014118427,0.007341709,-0.004794542,-0.008964659
9.65E-08,0.007521978,0.001744908,-0.005110831,-0.001131328
9.66E-08,0.00211366,-0.002297412,-0.005075743,0.004486794
9.67E-08,-0.00579039,-0.007460204,-0.005024463,0.012697463
9.67E-08,-0.010962164,-0.010720544,-0.004751827,0.017092738
9.68E-08,-0.019582719,-0.014457128,-0.004297383,0.024418987
9.68E-08,-0.023851691,-0.016512431,-0.003852745,0.027179152
9.69E-08,-0.032000784,-0.018298222,-0.003003969,0.032448065
9.69E-08,-0.034717698,-0.019148694,-0.002467734,0.033508718
9.70E-08,-0.0406942,-0.019014649,-0.001288156,0.035841879
9.70E-08,-0.041476708,-0.018959818,-0.000745857,0.035426848
9.71E-08,-0.043476645,-0.017347351,0.000640147,0.034366116
9.71E-08,-0.042390358,-0.016786395,0.001112844,0.032881804
9.72E-08,-0.039132088,-0.014244514,0.002530679,0.028429663
9.72E-08,-0.036698759,-0.013503199,0.002872902,0.026355242
9.73E-08,-0.028006801,-0.010394778,0.004095336,0.018945321
9.73E-08,-0.025023833,-0.009648887,0.00427983,0.01673837
9.74E-08,-0.012096561,-0.006009785,0.005079371,0.007174123
9.74E-08,-0.0093544,-0.005309714,0.00511708,0.005206436
9.75E-08,0.005448061,-0.000950022,0.005320636,-0.00541533
9.75E-08,0.007419755,-0.000304193,0.005253453,-0.006897188
9.76E-08,0.021223743,0.004885448,0.004783106,-0.017271791
9.76E-08,0.022283392,0.005441395,0.004668707,-0.018173549
9.77E-08,0.032527436,0.011159369,0.003562771,-0.026891196
9.77E-08,0.032868933,0.011553682,0.003456762,-0.027271107
9.78E-08,0.037992124,0.016921692,0.001866397,-0.032970574
9.78E-08,0.03798271,0.017100599,0.001807034,-0.033021197
9.79E-08,0.037690815,0.020791736,-3.35E-05,-0.034590773
9.80E-08,0.032891866,0.021419048,-0.00178643,-0.031501614
9.80E-08,0.032737073,0.021320144,-0.001842972,-0.031401969
9.81E-08,0.025134398,0.018352551,-0.003229176,-0.024230717
9.81E-08,0.024627626,0.017935026,-0.003321576,-0.023752702
9.82E-08,0.015593547,0.011880022,-0.00421664,-0.01373622
9.82E-08,0.014659126,0.011042779,-0.004309219,-0.012700186
9.83E-08,0.005053216,0.003227917,-0.004665214,-0.001475406
9.83E-08,0.003681049,0.00206625,-0.004716066,0.00012801
9.84E-08,-0.005965903,-0.005776255,-0.004550513,0.010824372
9.84E-08,-0.00775209,-0.006985358,-0.00451986,0.012804863
9.85E-08,-0.01687815,-0.013273216,-0.00390114,0.021451747
9.85E-08,-0.018984748,-0.014175005,-0.003758319,0.023447735
9.86E-08,-0.026738958,-0.017931435,-0.002792507,0.028996972
9.87E-08,-0.02890995,-0.018236939,-0.002522103,0.030550625
9.87E-08,-0.034171004,-0.019284567,-0.001342965,0.032556027
9.88E-08,-0.035924375,-0.018884523,-0.00094999,0.033224374
9.88E-08,-0.03762304,-0.017734287,0.000290387,0.03183417
9.89E-08,-0.038287833,-0.016717443,0.000775822,0.031290099
9.89E-08,-0.035864606,-0.014232175,0.001924101,0.027120877
9.90E-08,-0.03476325,-0.012811719,0.002445995,0.025225962
9.90E-08,-0.028521072,-0.009828455,0.003344476,0.019180387
9.91E-08,-0.025251055,-0.008209316,0.003815153,0.016013362
9.91E-08,-0.016406953,-0.005265688,0.004345762,0.009095663
9.92E-08,-0.011100112,-0.003540488,0.00466415,0.004944745
9.92E-08,-0.00148585,-0.000809104,0.004772446,-0.001884514
9.93E-08,0.005091581,0.001052171,0.004846536,-0.006556633
9.93E-08,0.013564098,0.003629632,0.004551474,-0.012476563
9.94E-08,0.020154059,0.005679129,0.004321974,-0.017081112
9.94E-08,0.02604658,0.008167736,0.003709508,-0.021472238
9.95E-08,0.031245952,0.010324526,0.003169087,-0.025346827
9.95E-08,0.033936419,0.012624769,0.002371696,-0.027824886
9.96E-08,0.036627248,0.014557146,0.001574197,-0.030303281
9.96E-08,0.036338486,0.016368765,0.000740079,-0.030745352
9.97E-08,0.036011226,0.017503032,-0.000205238,-0.031246357
9.98E-08,0.033553638,0.01843716,-0.00094,-0.029801344
9.98E-08,0.03039399,0.018117389,-0.001884662,-0.027943537
9.99E-08,0.026775971,0.017886469,-0.002430263,-0.025014674
9.99E-08,0.021487499,0.015649261,-0.003227769,-0.020733545
1.00E-07,0.021487499,0.014236192,-0.003227769,-0.020733545
