s,D0_U5.87_F_6mA,D0_U9.A8_F_6mA,D0_U1.AA17_F_6mA,D0_U8.G3_F_6mA
9.13E-08,0.037656277,0.011380238,0.010785612,-0.034457233
9.13E-08,0.038139008,0.011503336,0.010671037,-0.034703862
9.14E-08,0.053105734,0.015158157,0.007118715,-0.04235043
9.15E-08,0.05802967,0.019039901,0.002561832,-0.044723261
9.15E-08,0.058188494,0.019150913,0.002414846,-0.044799797
9.16E-08,0.052974846,0.022481749,-0.002267213,-0.041742962
9.16E-08,0.052627321,0.022576051,-0.002579305,-0.041539203
9.17E-08,0.040172588,0.023943624,-0.006624087,-0.033678107
9.17E-08,0.03888436,0.023730369,-0.00704245,-0.03286501
9.18E-08,0.023259008,0.021739839,-0.00990007,-0.021355212
9.18E-08,0.021026988,0.02086515,-0.010308269,-0.019711081
9.19E-08,0.005934561,0.014960051,-0.011692714,-0.006182249
9.19E-08,0.003140114,0.013218682,-0.011949051,-0.003677311
9.20E-08,-0.009157441,0.004162814,-0.011854062,0.009927771
9.20E-08,-0.011996124,0.001699794,-0.011832135,0.013068275
9.21E-08,-0.020918543,-0.008559986,-0.010483747,0.024783142
9.21E-08,-0.023416605,-0.01118454,-0.010106231,0.028063022
9.22E-08,-0.029512879,-0.020184629,-0.007875222,0.036244929
9.22E-08,-0.031544603,-0.022146735,-0.007131686,0.038971741
9.23E-08,-0.035586946,-0.027788319,-0.004436118,0.042630829
9.23E-08,-0.037168965,-0.028310079,-0.003381175,0.044062857
9.24E-08,-0.039414827,-0.029585313,-0.000608604,0.043051295
9.24E-08,-0.040435571,-0.028279509,0.000651532,0.042591538
9.25E-08,-0.040428504,-0.025537042,0.003188696,0.037581086
9.25E-08,-0.040424805,-0.022605553,0.00451781,0.034956317
9.26E-08,-0.037384503,-0.017276043,0.00656643,0.027221903
9.27E-08,-0.035560191,-0.013454382,0.007795689,0.022580922
9.27E-08,-0.029078448,-0.00740382,0.009166207,0.013666642
9.28E-08,-0.024644075,-0.003649651,0.010103824,0.007568092
9.28E-08,-0.015264024,0.001549054,0.010685778,-0.001053806
9.29E-08,-0.007968178,0.004468836,0.011138425,-0.007759956
9.29E-08,0.002705151,0.00801419,0.010912765,-0.014948792
9.30E-08,0.012122953,0.009824738,0.010713649,-0.02129199
9.30E-08,0.021853559,0.011755711,0.00976355,-0.026355624
9.31E-08,0.031585477,0.012714831,0.008813323,-0.03141994
9.31E-08,0.038284753,0.013614014,0.00732441,-0.034105211
9.32E-08,0.045877136,0.014260209,0.005637004,-0.037148464
9.32E-08,0.048344739,0.014792385,0.00387627,-0.037546381
9.33E-08,0.051517259,0.015524553,0.001612549,-0.038057972
9.33E-08,0.049817275,0.016053278,-0.000117233,-0.036496524
9.34E-08,0.047332402,0.016768539,-0.002645664,-0.034214146
9.34E-08,0.042646918,0.017220315,-0.004069841,-0.031172561
9.35E-08,0.034838345,0.017222568,-0.006443298,-0.026103614
9.35E-08,0.028913086,0.017223809,-0.007387095,-0.022157574
9.36E-08,0.017598903,0.015501847,-0.009189258,-0.014622675
9.36E-08,0.012055319,0.014682033,-0.009594721,-0.010393047
9.37E-08,-0.000141764,0.010466718,-0.010486826,-0.001086952
9.37E-08,-0.00430237,0.008742027,-0.010407474,0.002820538
9.38E-08,-0.014933476,0.002061347,-0.010204714,0.012804886
9.38E-08,-0.017466428,-0.00026215,-0.009774719,0.015883308
9.39E-08,-0.025066651,-0.008314983,-0.008484504,0.025120232
9.39E-08,-0.026285334,-0.010663304,-0.007871798,0.027057381
9.40E-08,-0.030638149,-0.018125588,-0.005683373,0.033976369
9.40E-08,-0.031046521,-0.019917026,-0.00504391,0.034714662
9.41E-08,-0.032815646,-0.024593623,-0.002273671,0.037913043
9.41E-08,-0.032806344,-0.025492894,-0.001721382,0.037651684
9.42E-08,-0.032756098,-0.02578048,0.001261453,0.036240119
9.42E-08,-0.032508224,-0.025823079,0.001667425,0.035364386
9.43E-08,-0.030772978,-0.021382533,0.004509449,0.029233785
9.43E-08,-0.030343294,-0.020906797,0.004753968,0.028190501
9.44E-08,-0.02618907,-0.012857739,0.00711801,0.018103918
9.44E-08,-0.02567343,-0.012302714,0.007224219,0.017268406
9.45E-08,-0.017937714,-0.002822301,0.00881758,0.00473393
9.45E-08,-0.017551273,-0.002506332,0.008836553,0.004313182
9.47E-08,-0.005570744,0.006007351,0.009424777,-0.008730939
9.48E-08,0.009410564,0.011644175,0.008865401,-0.019956501
9.48E-08,0.009893765,0.011723733,0.00884736,-0.020318566
9.49E-08,0.02479003,0.014110631,0.007214728,-0.028046459
9.49E-08,0.025784114,0.014119525,0.007105776,-0.028562171
9.50E-08,0.037242923,0.014248354,0.00462331,-0.032267436
9.50E-08,0.038428228,0.014166472,0.004366522,-0.032650709
9.51E-08,0.043663517,0.01340211,0.001388325,-0.032432139
9.51E-08,0.044411302,0.013301909,0.000962933,-0.032400921
9.52E-08,0.042285901,0.0126255,-0.002057292,-0.028793117
9.52E-08,0.041892339,0.012545503,-0.002616548,-0.028125059
9.53E-08,0.033351365,0.01212945,-0.005208265,-0.021916892
9.53E-08,0.031380698,0.011953324,-0.005806254,-0.020484475
9.54E-08,0.019057892,0.011219401,-0.007597838,-0.012599941
9.54E-08,0.01560674,0.010663711,-0.008099593,-0.010391781
9.55E-08,0.002803266,0.008758903,-0.008875953,-0.001828752
9.55E-08,-0.001464174,0.007507596,-0.009134716,0.001025335
9.56E-08,-0.011940581,0.003909415,-0.008875995,0.009228932
9.56E-08,-0.016039275,0.001836566,-0.008774775,0.012438432
9.57E-08,-0.022689218,-0.003230894,-0.007647156,0.019272847
9.57E-08,-0.025712274,-0.005867976,-0.007134541,0.022379765
9.58E-08,-0.028515566,-0.011405222,-0.005433712,0.026988454
9.58E-08,-0.029983807,-0.013930771,-0.004542893,0.02940228
9.59E-08,-0.029949157,-0.018523175,-0.002611751,0.031236975
9.59E-08,-0.029928364,-0.020031283,-0.001452981,0.03233787
9.60E-08,-0.028339153,-0.022418963,0.000399088,0.031295586
9.60E-08,-0.027251741,-0.022124056,0.001666359,0.030582406
9.61E-08,-0.025004115,-0.021715743,0.003217055,0.02704942
9.61E-08,-0.02325617,-0.019323671,0.004423007,0.024301872
9.62E-08,-0.020592365,-0.016418643,0.005529383,0.019079156
9.62E-08,-0.018241908,-0.012325014,0.006505613,0.014470799
9.63E-08,-0.014934272,-0.007958515,0.007113034,0.008588502
9.63E-08,-0.011626635,-0.003160026,0.007720455,0.002706205
9.64E-08,-0.007431016,0.001338598,0.007840255,-0.002814151
9.64E-08,-0.002676667,0.005602,0.007976009,-0.009069655
9.65E-08,0.002246348,0.009113578,0.007663926,-0.013430079
9.65E-08,0.008575722,0.011834269,0.00726269,-0.019036144
9.66E-08,0.01352391,0.013799303,0.006605755,-0.021794906
9.67E-08,0.020755498,0.014584206,0.005645669,-0.025826732
9.67E-08,0.024697427,0.015079878,0.004758216,-0.026913397
9.68E-08,0.031268016,0.014251832,0.003278967,-0.0287247
9.68E-08,0.033283953,0.013796367,0.002297677,-0.028362734
9.69E-08,0.037132204,0.012162233,0.000424478,-0.027671771
9.69E-08,0.036831271,0.011383986,-0.000502105,-0.026253585
9.70E-08,0.036169298,0.009769442,-0.002540349,-0.023133941
9.70E-08,0.033871543,0.009109012,-0.003281013,-0.021101629
9.71E-08,0.027998948,0.007898575,-0.005173997,-0.015907457
9.71E-08,0.024588715,0.007477479,-0.005645859,-0.013667569
9.72E-08,0.014359857,0.006404603,-0.00706119,-0.00694911
9.72E-08,0.010908928,0.00609171,-0.007241143,-0.004834413
9.73E-08,-0.00141795,0.004407327,-0.007883945,0.002719382
9.73E-08,-0.004071941,0.004003145,-0.007812297,0.004466502
9.74E-08,-0.015573524,0.000948768,-0.007501799,0.012037984
9.74E-08,-0.017078536,0.000361183,-0.007266139,0.013269901
9.75E-08,-0.025202742,-0.004277852,-0.00599402,0.019919913
9.75E-08,-0.025692755,-0.004965061,-0.005700249,0.020594092
9.76E-08,-0.029123375,-0.010505981,-0.003643529,0.02531407
9.76E-08,-0.029015455,-0.011099559,-0.003383114,0.025505144
9.77E-08,-0.027972151,-0.016029574,-0.000865582,0.027352335
9.77E-08,-0.027696144,-0.01636955,-0.000692939,0.027239917
9.78E-08,-0.023555452,-0.018856645,0.001897073,0.025553407
9.78E-08,-0.023376146,-0.018939536,0.001970954,0.025380181
9.79E-08,-0.017816881,-0.017594703,0.00426157,0.020009425
9.80E-08,-0.01213003,-0.01231324,0.005888901,0.011737285
9.80E-08,-0.011946596,-0.012056684,0.005941392,0.01147046
9.81E-08,-0.006422211,-0.004358894,0.006733922,0.001903466
9.81E-08,-0.006053972,-0.003809936,0.00678675,0.001265758
9.82E-08,-0.000133096,0.004151138,0.006770223,-0.007986599
9.82E-08,0.000479318,0.004815286,0.006768514,-0.008943597
9.83E-08,0.007237319,0.011014475,0.006045867,-0.01644446
9.83E-08,0.008202673,0.011494146,0.00594264,-0.017515929
9.84E-08,0.015469484,0.014732447,0.004657823,-0.022291694
9.84E-08,0.016814975,0.014773246,0.004419932,-0.023175953
9.85E-08,0.023343176,0.014985413,0.002745173,-0.024858197
9.85E-08,0.0248501,0.014524036,0.002358584,-0.025246516
9.86E-08,0.02890591,0.012602156,0.000494734,-0.024043636
9.87E-08,0.030041438,0.011802774,-2.71E-05,-0.023706859
9.87E-08,0.030183014,0.009061541,-0.001844126,-0.020241875
9.88E-08,0.030230198,0.008211151,-0.002449692,-0.019087089
9.88E-08,0.026035549,0.005766049,-0.003981073,-0.014181871
9.89E-08,0.024393925,0.00509002,-0.004580396,-0.012262157
9.89E-08,0.016760658,0.003437739,-0.005623146,-0.006742517
9.90E-08,0.013291332,0.002944158,-0.006097077,-0.004233837
9.90E-08,0.004167672,0.001907531,-0.006515786,0.001184793
9.91E-08,-0.000611835,0.001361364,-0.006735131,0.004023388
9.91E-08,-0.008939878,0.000368421,-0.006500251,0.008773587
9.92E-08,-0.013937064,-0.000570178,-0.006359314,0.011623911
9.92E-08,-0.019658968,-0.002056196,-0.005560426,0.015272747
9.93E-08,-0.02357351,-0.003586605,-0.005013881,0.017769035
9.93E-08,-0.025913017,-0.005705887,-0.003839759,0.020004954
9.94E-08,-0.027732696,-0.007665887,-0.002926521,0.021744061
9.94E-08,-0.027038533,-0.010045821,-0.001615987,0.022395262
9.95E-08,-0.026426027,-0.011851105,-0.000459614,0.022969861
9.95E-08,-0.023807138,-0.013776464,0.000760749,0.022044189
9.96E-08,-0.021187896,-0.014591775,0.001981277,0.021118391
9.96E-08,-0.017920654,-0.015356135,0.002940605,0.018838832
9.97E-08,-0.014217844,-0.014448101,0.004027825,0.016255375
9.98E-08,-0.011224892,-0.013700288,0.004630652,0.013055873
9.98E-08,-0.007376942,-0.010818196,0.005405689,0.008942368
9.99E-08,-0.004996419,-0.008736936,0.005640972,0.005402114
9.99E-08,-0.001516798,-0.004324934,0.005984887,0.000227308
1.00E-07,-0.001516798,-0.001538221,0.005984887,0.000227308
